Groups	Time	GC
annotated	2004.973	43.2462
annotated	2004.973	43.2462
annotated	2004.973	43.2462
annotated	2004.973	43.2462
annotated	2004.973	43.2462
annotated	2005.077	43.2509
annotated	2004.844	43.2611
annotated	2004.989	43.225
annotated	2005.222	43.1991
annotated	2004.88	43.2619
annotated	2004.88	43.2541
annotated	2005.074	43.2352
annotated	2004.847	43.207
annotated	2004.891	43.2477
annotated	2004.847	43.2038
annotated	2004.861	43.2116
annotated	2005.005	43.2116
annotated	2005.016	43.2524
annotated	2004.861	43.2171
annotated	2005.047	43.2273
annotated	2004.967	43.2462
annotated	2004.88	43.1834
annotated	2004	43.1834
annotated	2004.986	43.2384
annotated	2004.986	43.2384
annotated	2004.986	43.2384
annotated	2004.986	43.2384
annotated	2004.986	43.2384
annotated	2004.986	43.2384
annotated	2004.986	43.2384
annotated	2004.989	43.2462
annotated	2004.986	43.2384
annotated	2004.956	43.1991
annotated	2005.025	43.207
annotated	2005.025	43.207
annotated	2005.025	43.207
annotated	2005.025	43.207
annotated	2005.025	43.207
annotated	2004.954	43.2148
annotated	2004.934	43.2148
annotated	2005.025	43.207
annotated	2005.025	43.207
annotated	2005.025	43.207
annotated	2005.025	43.207
annotated	2005.025	43.207
annotated	2004.937	43.2384
annotated	2005.126	43.2227
annotated	2004.915	43.207
annotated	2005.008	43.2297
annotated	2004.967	43.2462
annotated	2004.956	43.2305
annotated	2005.181	43.2698
annotated	2005.088	43.207
annotated	2005.123	43.2116
annotated	2004.967	43.207
annotated	2005.011	43.2509
annotated	2005.047	43.2311
annotated	2005.123	43.2148
annotated	2005.17	43.2227
annotated	2005.126	43.1913
annotated	2005	43.1599
annotated	2005.016	43.2384
annotated	2004.956	43.2148
annotated	2005.044	43.1677
annotated	2004.937	43.207
annotated	2004.989	43.2823
annotated	2005.104	43.207
annotated	2004.94	43.1913
annotated	2004.852	43.2305
annotated	2004.932	43.2006
annotated	2005.178	43.2305
annotated	2005.107	43.2148
annotated	2004.71	43.2148
annotated	2004.719	43.225
annotated	2004.738	43.2148
annotated	2004.612	43.207
annotated	2004.852	43.1913
annotated	2004.71	43.2148
annotated	2004.937	43.2195
annotated	2004.798	43.1959
annotated	2004.904	43.2305
annotated	2004.642	43.2305
annotated	2005	43.1677
annotated	2004.697	43.1913
annotated	2004.762	43.2148
annotated	2004.787	43.2148
annotated	2004.798	43.1913
annotated	2004.781	43.2619
annotated	2004.724	43.2148
annotated	2004.724	43.2148
annotated	2004.699	43.1677
annotated	2004.915	43.2273
annotated	2004.689	43.1991
annotated	2004.76	43.1913
annotated	2004.738	43.1991
annotated	2004.719	43.1834
annotated	2004.784	43.2148
annotated	2004.719	43.1991
annotated	2004.683	43.207
annotated	2004.765	43.1913
annotated	2004.702	43.2148
annotated	2005.014	43.2148
annotated	2004.721	43.1913
annotated	2004.672	43.2148
annotated	2004.721	43.2384
annotated	2004.667	43.2305
annotated	2004.721	43.1756
annotated	2004.751	43.2227
annotated	2004.743	43.2148
annotated	2004.74	43.1834
annotated	2004.74	43.1834
annotated	2004.716	43.1991
annotated	2004.811	43.2305
annotated	2004.811	43.1991
annotated	2005.049	43.2218
annotated	2004.792	43.1913
annotated	2004.776	43.1991
annotated	2004.686	43.1936
annotated	2004.727	43.2148
annotated	2004.721	43.1756
annotated	2004	43.152
annotated	2004.727	43.2462
annotated	2005.279	43.1991
annotated	2004.689	43.1677
annotated	2004.727	43.1677
annotated	2004.721	43.1599
annotated	2005.008	43.1677
annotated	2004.76	43.1913
annotated	2004.913	43.2093
annotated	2004.992	43.2305
annotated	2004.773	43.1991
annotated	2004.724	43.1834
annotated	2004.691	43.207
annotated	2004.765	43.1285
annotated	2004.757	43.207
annotated	2004.62	43.1991
annotated	2004.732	43.2148
annotated	2004.765	43.1991
annotated	2004.765	43.1991
annotated	2005.079	43.1756
annotated	2004.697	43.2148
annotated	2004.691	43.207
annotated	2004.697	43.1834
annotated	2004.77	43.1677
annotated	2004.705	43.152
annotated	2004.683	43.2148
annotated	2004.598	43.2384
annotated	2004.689	43.2227
annotated	2004.691	43.2227
annotated	2004.609	43.1991
annotated	2004.631	43.2148
annotated	2004.628	43.1991
annotated	2004.615	43.2148
annotated	2004.596	43.1913
annotated	2004.59	43.2148
annotated	2004.691	43.207
annotated	2004.691	43.207
annotated	2004.691	43.207
annotated	2004.762	43.2148
annotated	2004.757	43.2148
annotated	2004.697	43.2384
annotated	2004.73	43.2305
annotated	2004.705	43.2384
annotated	2004.705	43.1991
annotated	2004.683	43.2148
annotated	2004.795	43.1834
annotated	2004.721	43.2148
annotated	2004.672	43.2209
annotated	2005.26	43.1756
annotated	2005.175	43.152
annotated	2005.17	43.1442
annotated	2005.17	43.1599
annotated	2005.773	43.1599
annotated	2005.66	43.152
annotated	2004.822	43.1677
annotated	2004.784	43.1756
annotated	2004.798	43.1834
annotated	2004.77	43.1599
annotated	2004.749	43.1677
annotated	2004.82	43.1756
annotated	2005.112	43.0892
annotated	2004.672	43.207
annotated	2004.628	43.207
annotated	2004.689	43.1913
annotated	2004.762	43.207
annotated	2004.74	43.2227
annotated	2004.593	43.1913
annotated	2004.768	43.2384
annotated	2005	43.1834
annotated	2004.699	43.1756
annotated	2004.792	43.1677
annotated	2004.757	43.152
annotated	2004.743	43.1599
annotated	2004.721	43.1599
annotated	2004.708	43.1834
annotated	2004.626	43.1991
annotated	2004.691	43.2384
annotated	2004.713	43.2305
annotated	2004.721	43.2855
annotated	2004.68	43.2933
annotated	2004.798	43.2227
annotated	2004.683	43.2855
annotated	2004.702	43.2541
annotated	2004.59	43.2776
annotated	2004.738	43.2619
annotated	2004.664	43.2776
annotated	2004.732	43.2305
annotated	2004.705	43.2462
annotated	2004.735	43.2384
annotated	2004.678	43.2619
annotated	2004.568	43.207
annotated	2004.566	43.207
annotated	2004.59	43.207
annotated	2004.393	43.2305
annotated	2004.762	43.2462
annotated	2005.871	43.19
annotated	2005.921	43.1743
annotated	2005.921	43.1664
annotated	2006.071	43.0641
annotated	2006.082	43.0641
annotated	2006.964	43.0326
annotated	2006.907	42.9775
annotated	2005.304	43.207
annotated	2004	43.3357
annotated	2003.91	43.2855
annotated	2003.907	43.2925
annotated	2003	43.4424
annotated	2004	43.1991
annotated	2004.552	43.3639
annotated	2004.541	43.3875
annotated	2004.56	43.3953
annotated	2004.555	43.3718
annotated	2004.415	43.4032
annotated	2004.464	43.3718
annotated	2004.432	43.3169
annotated	2004.536	43.3404
annotated	2004.5	43.3718
annotated	2004.669	43.382
annotated	2004.577	43.3875
annotated	2004.585	43.4032
annotated	2004.645	43.3796
annotated	2004.568	43.411
annotated	2004.617	43.4213
annotated	2004.661	43.4189
annotated	2004.795	43.3482
annotated	2004.604	43.4032
annotated	2004.514	43.4032
annotated	2004.481	43.4267
annotated	2004.893	43.3012
annotated	2004.727	43.3639
annotated	2004.71	43.4032
annotated	2004.454	43.3639
annotated	2004.59	43.3875
annotated	2004.533	43.3404
annotated	2004.623	43.3796
annotated	2004.628	43.411
annotated	2005.014	43.3561
annotated	2005.332	43.3953
annotated	2003.901	43.3012
annotated	2004.096	43.2698
annotated	2003.956	43.3169
annotated	2003.748	43.3247
annotated	2003.833	43.3247
annotated	2003.847	43.3247
annotated	2003.962	43.2855
annotated	2003.732	43.3012
annotated	2004	43.2148
annotated	2003.863	43.2619
annotated	2003.915	43.2933
annotated	2003.86	43.2855
annotated	2003.833	43.2776
annotated	2003.852	43.2776
annotated	2003.838	43.2933
annotated	2003.904	43.2776
annotated	2003.852	43.2776
annotated	2003.937	43.2619
annotated	2003.833	43.2776
annotated	2003.901	43.2933
annotated	2003.885	43.2462
annotated	2003.885	43.2462
annotated	2003.622	43.309
annotated	2003	43.3404
annotated	2003.271	43.3655
annotated	2003.299	43.3561
annotated	2003.299	43.3561
annotated	2003.282	43.3796
annotated	2003	43.3114
annotated	2003.118	43.3247
annotated	2003.118	43.3247
annotated	2003.181	43.3404
annotated	2003.345	43.3325
annotated	2003.052	43.3482
annotated	2003.742	43.3561
annotated	2003.767	43.3639
annotated	2003.775	43.3718
annotated	2003.775	43.3796
annotated	2003.216	43.426
annotated	2003.134	43.4048
annotated	2003.504	43.2933
annotated	2003.093	43.1756
annotated	2003.214	43.3561
annotated	2003	43.3169
annotated	2003	43.2855
annotated	2003.211	43.3875
annotated	2002.879	43.3875
annotated	2003.617	43.2619
annotated	2003.455	43.3012
annotated	2004	43.2462
annotated	2003.455	43.2619
annotated	2004	43.2305
annotated	2003.307	43.3718
annotated	2002	43.3325
annotated	2004.749	43.3953
annotated	2004.702	43.4267
annotated	2004.746	43.4424
annotated	2004.762	43.3718
annotated	2004.765	43.4424
annotated	2004.77	43.4189
annotated	2004.781	43.4574
annotated	2003.953	43.2462
annotated	2004.117	43.3404
annotated	2004.014	43.3875
annotated	2003.863	43.3639
annotated	2003.753	43.2933
annotated	2003.688	43.3718
annotated	2003.688	43.3875
annotated	2003.833	43.3796
annotated	2003.729	43.3796
annotated	2003.71	43.3639
annotated	2003.71	43.3796
annotated	2003.726	43.3796
annotated	2003.685	43.3718
annotated	2003.762	43.3639
annotated	2004.079	43.3561
annotated	2004.014	43.3506
annotated	2003.896	43.3482
annotated	2003.723	43.3169
annotated	2003.956	43.3639
annotated	2003.953	43.3561
annotated	2003.937	43.3639
annotated	2003.934	43.3639
annotated	2003.874	43.3844
annotated	2004.014	43.3718
annotated	2003.964	43.371
annotated	2003.915	43.3718
annotated	2004.052	43.3482
annotated	2003.907	43.382
annotated	2003.907	43.3796
annotated	2003.923	43.3639
annotated	2004.022	43.3482
annotated	2003.923	43.3482
annotated	2003.822	43.3639
annotated	2003.863	43.3639
annotated	2003.847	43.3875
annotated	2003.992	43.4189
annotated	2003.934	43.3875
annotated	2003.94	43.3639
annotated	2004.033	43.3953
annotated	2003.992	43.3247
annotated	2003.956	43.4032
annotated	2003.934	43.3639
annotated	2003.94	43.3404
annotated	2003.94	43.411
annotated	2003.803	43.3639
annotated	2003.953	43.411
annotated	2003.934	43.3639
annotated	2003.992	43.4032
annotated	2003.94	43.3796
annotated	2003.923	43.3796
annotated	2004	43.3325
annotated	2003.823	43.3639
annotated	2003.83	43.3875
annotated	2003.866	43.3875
annotated	2003.907	43.382
annotated	2003.901	43.3012
annotated	2003.885	43.3067
annotated	2004.038	43.3875
annotated	2004.03	43.3404
annotated	2003.967	43.3639
annotated	2003	43.3742
annotated	2003.926	43.3325
annotated	2003.915	43.3012
annotated	2003.984	43.3561
annotated	2003.882	43.3796
annotated	2003.866	43.3482
annotated	2003.975	43.305
annotated	2003.962	43.3404
annotated	2003.879	43.3247
annotated	2003.849	43.2776
annotated	2003.923	43.3639
annotated	2003.841	43.3639
annotated	2003.833	43.4032
annotated	2003.926	43.3561
annotated	2003.888	43.309
annotated	2003.997	43.3639
annotated	2003.941	43.3632
annotated	2003.822	43.3169
annotated	2003.833	43.3953
annotated	2003.838	43.411
annotated	2003.838	43.3953
annotated	2003.94	43.3977
annotated	2003.962	43.3875
annotated	2003.821	43.4346
annotated	2003.885	43.4032
annotated	2003.934	43.3953
annotated	2003.918	43.411
annotated	2003.83	43.411
annotated	2003.833	43.411
annotated	2003.844	43.4032
annotated	2003.882	43.411
annotated	2003.844	43.4032
annotated	2003.945	43.4189
annotated	2003	43.4213
annotated	2004	43.4346
annotated	2003.901	43.3561
annotated	2003.923	43.4424
annotated	2003.915	43.4424
annotated	2003.893	43.3718
annotated	2003.893	43.3718
annotated	2004.014	43.3718
annotated	2003.844	43.3694
annotated	2003.877	43.3796
annotated	2003.904	43.3875
annotated	2003.863	43.3796
annotated	2003.838	43.3718
annotated	2003.847	43.3718
annotated	2003.838	43.3875
annotated	2003.808	43.3796
annotated	2003.937	43.4032
annotated	2003.817	43.3875
annotated	2003.819	43.4032
annotated	2003.888	43.411
annotated	2003.951	43.4032
annotated	2003.888	43.411
annotated	2003.901	43.4346
annotated	2003.896	43.4267
annotated	2003.885	43.4267
annotated	2003.942	43.4503
annotated	2003.825	43.4267
annotated	2003.825	43.4267
annotated	2003.918	43.466
annotated	2003.811	43.4738
annotated	2003.907	43.466
annotated	2003.904	43.4267
annotated	2003.904	43.4346
annotated	2003.877	43.4503
annotated	2003.896	43.4581
annotated	2003.929	43.4267
annotated	2003.896	43.4581
annotated	2003.882	43.3718
annotated	2003.833	43.3561
annotated	2003.773	43.4817
annotated	2003.759	43.466
annotated	2004.197	43.3844
annotated	2004.32	43.3796
annotated	2004.221	43.4032
annotated	2004.172	43.3875
annotated	2004.134	43.3718
annotated	2004.24	43.3718
annotated	2004.189	43.3561
annotated	2004.202	43.309
annotated	2004.246	43.3482
annotated	2003.83	43.4189
annotated	2003.899	43.4032
annotated	2003.874	43.3012
annotated	2003.874	43.3012
annotated	2003.948	43.3765
annotated	2003.647	43.3796
annotated	2003.69	43.3639
annotated	2003.704	43.3404
annotated	2003.512	43.3169
annotated	2003.455	43.3404
annotated	2003.625	43.3169
annotated	2003.625	43.3247
annotated	2003.671	43.3325
annotated	2003.441	43.3482
annotated	2003.515	43.3404
annotated	2003.523	43.3404
annotated	2003.474	43.3482
annotated	2003.485	43.3639
annotated	2003.499	43.3561
annotated	2003.515	43.3561
annotated	2003.408	43.3482
annotated	2003.499	43.3169
annotated	2003.559	43.3325
annotated	2003.597	43.3482
annotated	2003.611	43.3718
annotated	2003.477	43.3325
annotated	2003.584	43.3718
annotated	2003.638	43.3325
annotated	2003.534	43.3561
annotated	2003.532	43.3639
annotated	2003.51	43.3325
annotated	2003.805	43.3482
annotated	2003.471	43.3796
annotated	2003.521	43.3561
annotated	2003.532	43.3561
annotated	2003.493	43.3639
annotated	2003.592	43.3404
annotated	2003.512	43.3561
annotated	2003.57	43.3169
annotated	2003.696	43.4424
annotated	2003.537	43.3325
annotated	2003.537	43.3482
annotated	2003.592	43.3482
annotated	2003.532	43.3561
annotated	2003.534	43.3561
annotated	2003.534	43.3404
annotated	2003.534	43.3561
annotated	2003.51	43.3561
annotated	2003.493	43.3561
annotated	2003.515	43.3561
annotated	2003.54	43.3561
annotated	2003.542	43.3718
annotated	2003.51	43.3796
annotated	2003.534	43.3404
annotated	2003.507	43.3169
annotated	2003.534	43.3482
annotated	2003.63	43.3561
annotated	2003.616	43.3796
annotated	2003.57	43.3169
annotated	2003.537	43.3561
annotated	2003.647	43.3561
annotated	2003.619	43.3247
annotated	2003.71	43.3561
annotated	2003.69	43.3247
annotated	2003.507	43.3404
annotated	2003.515	43.3404
annotated	2003.46	43.3325
annotated	2003.408	43.3639
annotated	2003.381	43.3561
annotated	2003.386	43.3639
annotated	2003.378	43.3404
annotated	2003.537	43.3404
annotated	2003.471	43.3482
annotated	2003.515	43.3482
annotated	2003.468	43.3875
annotated	2003.501	43.3561
annotated	2003.468	43.3561
annotated	2003.605	43.3718
annotated	2003.63	43.3561
annotated	2003.567	43.3561
annotated	2003.537	43.309
annotated	2003.537	43.3247
annotated	2003.537	43.3561
annotated	2003.534	43.3247
annotated	2003.534	43.3169
annotated	2003.534	43.3796
annotated	2003.507	43.3404
annotated	2003.507	43.3718
annotated	2003.507	43.3247
annotated	2003.507	43.3561
annotated	2003.507	43.3639
annotated	2003.507	43.3561
annotated	2003.627	43.3404
annotated	2003.564	43.3639
annotated	2003.455	43.3482
annotated	2003.534	43.3482
annotated	2003.54	43.3325
annotated	2003.515	43.3482
annotated	2003.496	43.3482
annotated	2003.496	43.3482
annotated	2003.512	43.3482
annotated	2003.518	43.3482
annotated	2003.512	43.3325
annotated	2003.499	43.3482
annotated	2003.496	43.3482
annotated	2003.493	43.3247
annotated	2003.693	43.3718
annotated	2003.488	43.3639
annotated	2003.537	43.3482
annotated	2003.515	43.3482
annotated	2003.479	43.3796
annotated	2003.625	43.3718
annotated	2003.54	43.3325
annotated	2003.562	43.3247
annotated	2003.614	43.3796
annotated	2003.477	43.3404
annotated	2003.625	43.3718
annotated	2003.882	43.3875
annotated	2003.745	43.3482
annotated	2003.918	43.3482
annotated	2003.904	43.3561
annotated	2003.904	43.3796
annotated	2003	43.3561
annotated	2003.956	43.3404
annotated	2003.94	43.3247
annotated	2003.937	43.3718
annotated	2003.97	43.3482
annotated	2004.011	43.3561
annotated	2003.863	43.3482
annotated	2004.022	43.3482
annotated	2003.945	43.3953
annotated	2003.921	43.3796
annotated	2003.992	43.3404
annotated	2003.934	43.3325
annotated	2003.918	43.3561
annotated	2003.945	43.3639
annotated	2003.901	43.3247
annotated	2003.942	43.3482
annotated	2003.921	43.3482
annotated	2003.822	43.3404
annotated	2003.923	43.3639
annotated	2003.915	43.3561
annotated	2003.956	43.3703
annotated	2003.962	43.3482
annotated	2004.003	43.3482
annotated	2004.377	43.3561
annotated	2004.164	43.3718
annotated	2004.325	43.4001
annotated	2004.183	43.4032
annotated	2004.336	43.3891
annotated	2004.23	43.3325
annotated	2004.139	43.3169
annotated	2004.213	43.2768
annotated	2004.07	43.2541
annotated	2004	43.2305
annotated	2003.764	43.2462
annotated	2003.748	43.2541
annotated	2003.767	43.2541
annotated	2003.781	43.2541
annotated	2003.753	43.2384
annotated	2003.74	43.2384
annotated	2004.178	43.2619
annotated	2003.745	43.2619
annotated	2003.77	43.2541
annotated	2003.964	43.3012
annotated	2003.959	43.2855
annotated	2003.956	43.3169
annotated	2004.29	43.2148
annotated	2004.074	43.3012
annotated	2004.046	43.2541
annotated	2004.093	43.2619
annotated	2003.732	43.3012
annotated	2003.973	43.309
annotated	2004.101	43.2776
annotated	2004.628	43.2462
annotated	2004.612	43.2698
annotated	2004.492	43.2462
annotated	2004.549	43.2541
annotated	2004.508	43.309
annotated	2004.093	43.2619
annotated	2004.087	43.2776
annotated	2005	43.2227
annotated	2003.879	43.2541
annotated	2004.049	43.2462
annotated	2003.942	43.2698
annotated	2004.309	43.2384
annotated	2004.404	43.2384
annotated	2004.355	43.2384
annotated	2004.011	43.2462
annotated	2004.096	43.2541
annotated	2004.279	43.2776
annotated	2004	43.2305
annotated	2003.934	43.309
annotated	2004.189	43.2384
annotated	2004.109	43.2933
annotated	2004	43.1622
annotated	2003.926	43.2384
annotated	2004	43.2564
annotated	2004	43.2698
annotated	2004	43.2384
annotated	2004.093	43.2384
annotated	2004.97	43.3404
annotated	2005.088	43.2972
annotated	2005.178	43.2698
annotated	2005.142	43.3012
annotated	2005.104	43.2776
annotated	2005.101	43.2776
annotated	2004.986	43.3404
annotated	2005.077	43.3506
annotated	2004.475	43.2227
annotated	2005.008	43.1991
annotated	2005.066	43.2462
annotated	2005.068	43.2462
annotated	2004.667	43.2305
annotated	2004.628	43.2541
annotated	2004.694	43.2305
annotated	2004.779	43.1913
annotated	2004.779	43.1834
annotated	2004.549	43.2384
annotated	2004.989	43.1881
annotated	2004.97	43.2171
annotated	2005.088	43.2305
annotated	2005.066	43.1756
annotated	2005.159	43.2305
annotated	2006.151	43.2541
annotated	2007.173	43.1285
annotated	2005.101	43.1991
annotated	2005.754	43.3247
annotated	2005.381	43.2227
annotated	2005.567	43.1206
annotated	2005.918	43.1991
annotated	2005.622	43.2305
annotated	2005.279	43.2148
annotated	2005.285	43.2227
annotated	2005.285	43.2227
annotated	2005.288	43.2148
annotated	2005.285	43.2305
annotated	2005	43.1834
annotated	2005.57	43.1599
annotated	2005.641	43.1599
annotated	2005.46	43.1936
annotated	2005.46	43.1913
annotated	2005.663	43.1913
annotated	2005.622	43.152
annotated	2005.663	43.1834
annotated	2005.641	43.1913
annotated	2005.6	43.1834
annotated	2005	43.1991
annotated	2005.641	43.1913
annotated	2005	43.2148
annotated	2005.688	43.1677
annotated	2005.548	43.1599
annotated	2005.468	43.1991
annotated	2005.641	43.1677
annotated	2005.586	43.1677
annotated	2005.488	43.1913
annotated	2005.573	43.1756
annotated	2005.523	43.1991
annotated	2005	43.1991
annotated	2005	43.1756
annotated	2005.699	43.152
annotated	2005.605	43.0971
annotated	2005.603	43.1049
annotated	2005.663	43.1285
annotated	2005	43.2305
annotated	2005.74	43.1285
annotated	2005.742	43.1285
annotated	2005	43.17
annotated	2005.608	43.1206
annotated	2005.663	43.1599
annotated	2005.496	43.1677
annotated	2005.537	43.152
annotated	2005.603	43.152
annotated	2005.518	43.1756
annotated	2005.603	43.152
annotated	2005.649	43.1363
annotated	2005.564	43.207
annotated	2005.611	43.152
annotated	2005.542	43.1756
annotated	2005.523	43.1677
annotated	2005.567	43.152
annotated	2005.616	43.1677
annotated	2005.668	43.1677
annotated	2005.638	43.1442
annotated	2005	43.1386
annotated	2005.608	43.1599
annotated	2005.452	43.1442
annotated	2005.447	43.1442
annotated	2005.447	43.152
annotated	2005.447	43.152
annotated	2005.447	43.152
annotated	2005.447	43.152
annotated	2005.447	43.152
annotated	2005.447	43.1599
annotated	2005.458	43.1442
annotated	2005.463	43.1599
annotated	2005.627	43.1756
annotated	2006	43.2545
annotated	2006	43.2467
annotated	2006	43.3018
annotated	2005.11	43.2541
annotated	2005.619	43.1206
annotated	2005.663	43.1756
annotated	2005.504	43.1834
annotated	2005.564	43.1442
annotated	2005.625	43.1677
annotated	2005.584	43.152
annotated	2005.526	43.1991
annotated	2004.779	43.2305
annotated	2005	43.1857
annotated	2005.452	43.2698
annotated	2005.364	43.2933
annotated	2006.041	43.2855
annotated	2005.414	43.3012
annotated	2005.6	43.2541
annotated	2005.622	43.2933
annotated	2005.449	43.3012
annotated	2005.581	43.309
annotated	2005	43.2776
annotated	2005.288	43.2776
annotated	2005.392	43.309
annotated	2005.628	43.3247
annotated	2005.411	43.2933
annotated	2005.693	43.0735
annotated	2007.173	43.2462
annotated	2005.912	43.2698
annotated	2005.814	43.2933
annotated	2005.449	43.2227
annotated	2006.025	43.2384
annotated	2005.734	43.2698
annotated	2005.353	43.3012
annotated	2005.356	43.3325
annotated	2005.397	43.2925
annotated	2005.345	43.3561
annotated	2005.34	43.3561
annotated	2005.811	43.1913
annotated	2005.408	43.309
annotated	2005.458	43.3247
annotated	2006.203	43.2933
annotated	2005.975	43.2384
annotated	2005.501	43.309
annotated	2006	43.309
annotated	2005.37	43.309
annotated	2005.589	43.2933
annotated	2005.534	43.3169
annotated	2005.326	43.3553
annotated	2005.211	43.3404
annotated	2005.4	43.2619
annotated	2005.414	43.2698
annotated	2005.441	43.3161
annotated	2005	43.3012
annotated	2006.123	43.3169
annotated	2005.496	43.2933
annotated	2005.638	43.3561
annotated	2005.334	43.298
annotated	2006	43.4606
annotated	2006.027	43.309
annotated	2005.995	43.3247
annotated	2005.633	43.2698
annotated	2005.628	43.2855
annotated	2005.49	43.309
annotated	2005.581	43.2541
annotated	2005.581	43.2541
annotated	2005.567	43.2462
annotated	2005.581	43.2541
annotated	2005.559	43.2462
annotated	2005	43.3169
annotated	2005	43.309
annotated	2005.247	43.3247
annotated	2005.389	43.2933
annotated	2005.49	43.3012
annotated	2005.255	43.3247
annotated	2006.022	43.2541
annotated	2005.381	43.2933
annotated	2005.43	43.3325
annotated	2005.197	43.3404
annotated	2005.268	43.3428
annotated	2006.06	43.3247
annotated	2005.118	43.3325
annotated	2005.279	43.2689
annotated	2005.578	43.2462
annotated	2005.537	43.2462
annotated	2005.529	43.2462
annotated	2005.515	43.2462
annotated	2005.553	43.2485
annotated	2005.526	43.3012
annotated	2005.537	43.2541
annotated	2005.608	43.2776
annotated	2005.373	43.309
annotated	2005.403	43.3247
annotated	2005.926	43.2462
annotated	2005.91	43.2698
annotated	2005.836	43.2384
annotated	2005.628	43.309
annotated	2005.792	43.3169
annotated	2005.545	43.3012
annotated	2005.359	43.3325
annotated	2006.14	43.3404
annotated	2005.781	43.3247
annotated	2005.581	43.3012
annotated	2005	43.309
annotated	2005.578	43.2776
annotated	2006.145	43.2462
annotated	2006.145	43.2384
annotated	2006.145	43.2384
annotated	2006.145	43.2384
annotated	2006.145	43.2384
annotated	2005.274	43.3169
annotated	2005.452	43.3247
annotated	2005.781	43.3325
annotated	2005.553	43.2855
annotated	2005.964	43.2855
annotated	2005.362	43.309
annotated	2005.315	43.2768
annotated	2005.301	43.2972
annotated	2005.37	43.2933
annotated	2005.4	43.2933
annotated	2006	43.2878
annotated	2006.027	43.2776
annotated	2005.8	43.2776
annotated	2005.518	43.3169
annotated	2005.337	43.309
annotated	2005	43.2698
annotated	2005	43.2541
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2541
annotated	2005	43.2619
annotated	2005	43.2698
annotated	2005	43.2855
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2541
annotated	2005	43.2541
annotated	2005	43.2541
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2541
annotated	2005	43.2619
annotated	2005	43.2698
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2541
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2541
annotated	2005	43.2541
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2541
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2541
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2619
annotated	2005	43.2384
annotated	2005	43.2462
annotated	2005	43.2462
annotated	2005.419	43.3325
annotated	2005.479	43.3325
annotated	2005.551	43.3169
annotated	2005.507	43.3169
annotated	2007	43.3467
annotated	2007.501	43.2454
annotated	2007.038	43.3639
annotated	2007.186	43.3875
annotated	2007.107	43.3561
annotated	2007.09	43.4267
annotated	2005	43.3909
annotated	2007.003	43.3325
annotated	2007	43.3796
annotated	2007.077	43.3404
annotated	2007.236	43.3247
annotated	2007.337	43.3639
annotated	2007	43.3775
annotated	2005.384	43.3561
annotated	2005.418	43.3718
annotated	2005.337	43.2855
annotated	2005.518	43.3012
annotated	2006	43.312
annotated	2005.43	43.2855
annotated	2005.395	43.2855
annotated	2005.392	43.2933
annotated	2005.468	43.2855
annotated	2006.219	43.3082
annotated	2006.221	43.309
annotated	2003	43.2227
annotated	2005	43.0657
annotated	2005.03	43.3012
annotated	2005.027	43.207
annotated	2005.871	43.2698
annotated	2006.258	43.3012
annotated	2006.255	43.2384
annotated	2005.499	43.2855
annotated	2006.258	43.2619
annotated	2006.26	43.2698
annotated	2006.164	43.3169
annotated	2006.164	43.3169
annotated	2006.164	43.3169
annotated	2006.164	43.309
annotated	2006.164	43.3169
annotated	2006.159	43.3012
annotated	2006.159	43.2933
annotated	2006.159	43.2933
annotated	2006.159	43.2933
annotated	2006.159	43.2933
annotated	2008.003	43.2776
annotated	2003.17	43.2698
annotated	2005.693	43.2698
annotated	2006.162	43.1834
annotated	2006.162	43.1834
annotated	2006.162	43.1834
annotated	2006.162	43.1913
annotated	2006.162	43.1834
annotated	2006	43.1534
annotated	2006.258	43.1442
annotated	2006.118	43.1599
annotated	2006.26	43.1599
annotated	2006.236	43.1677
annotated	2009.09	43.3012
annotated	2007.019	43.2776
annotated	2005.586	43.3247
annotated	2005.605	43.3325
annotated	2007.241	43.2855
annotated	2007.606	43.2698
annotated	2007.096	43.3482
annotated	2007	43.3247
annotated	2007.14	43.3639
annotated	2007.164	43.3953
annotated	2007.178	43.3482
annotated	2006	43.3796
annotated	2007.299	43.3875
annotated	2007.214	43.3561
annotated	2007.088	43.3953
annotated	2007	43.3875
annotated	2007.195	43.3796
annotated	2006.978	43.411
annotated	2007.074	43.3404
annotated	2007.058	43.3718
annotated	2007.164	43.411
annotated	2007.175	43.411
annotated	2007.197	43.3404
annotated	2007.469	43.3718
annotated	2007	43.4052
annotated	2007.104	43.3718
annotated	2007.066	43.3561
annotated	2007.027	43.3561
annotated	2007.175	43.3404
annotated	2007.077	43.3796
annotated	2007.03	43.4346
annotated	2007.03	43.3875
