Groups	Time	GC
annotated	2016.071	43.3979
annotated	2016.06	43.3979
annotated	2016.077	43.4136
annotated	2016.085	43.4057
annotated	2016.077	43.4136
annotated	2016.071	43.4057
annotated	2016.148	43.3743
annotated	2016.238	43.4057
annotated	2016.205	43.3979
annotated	2016.104	43.39
annotated	2016.104	43.39
annotated	2016.219	43.39
annotated	2016.227	43.3428
annotated	2015.934	43.3743
annotated	2015.929	43.3821
annotated	2015.929	43.3821
annotated	2016.202	43.3664
annotated	2016.202	43.3664
annotated	2015.973	43.3664
annotated	2016.071	43.3349
annotated	2015.973	43.3506
annotated	2015.97	43.3506
annotated	2015.937	43.3664
annotated	2016.074	43.4136
annotated	2015.981	43.39
annotated	2015.934	43.39
annotated	2016.068	43.3192
annotated	2016.044	43.3506
annotated	2015.94	43.3979
annotated	2016.066	43.3821
annotated	2016.06	43.3821
annotated	2016.066	43.39
annotated	2015.932	43.3821
annotated	2016.148	43.3506
annotated	2016.432	43.3506
annotated	2016.415	43.3664
annotated	2016.246	43.3821
annotated	2016.249	43.39
annotated	2016.322	43.327
annotated	2016.112	43.4215
annotated	2016.284	43.4215
annotated	2016.167	43.3428
annotated	2016.167	43.3585
annotated	2016.208	43.39
annotated	2016.208	43.39
annotated	2016.142	43.3821
annotated	2016.161	43.3821
annotated	2016.172	43.39
annotated	2016.202	43.3743
annotated	2015.973	43.4136
annotated	2015.97	43.4215
annotated	2016.202	43.3664
annotated	2016.475	43.4608
annotated	2016.227	43.3664
annotated	2016.161	43.39
annotated	2016.161	43.39
annotated	2016.18	43.4136
annotated	2016.123	43.2956
annotated	2016.148	43.327
annotated	2016.038	43.4136
annotated	2016.038	43.4136
annotated	2016.038	43.4136
annotated	2016.038	43.4136
annotated	2016.038	43.4057
annotated	2016.208	43.272
annotated	2016.148	43.3349
annotated	2016.066	43.3506
annotated	2016.134	43.3428
annotated	2016.128	43.3428
annotated	2016.158	43.3506
annotated	2016.186	43.3664
annotated	2016.202	43.3743
annotated	2016.199	43.3349
annotated	2016.191	43.3349
annotated	2016.049	43.3664
annotated	2016.087	43.3664
annotated	2016.216	43.3585
annotated	2016.249	43.3506
annotated	2016.008	43.3979
annotated	2016.079	43.39
annotated	2016.014	43.4293
annotated	2016.246	43.4057
annotated	2016.194	43.3743
annotated	2016.23	43.3743
annotated	2016.363	43.3506
annotated	2016.249	43.3821
annotated	2016.205	43.3664
annotated	2016.219	43.3349
annotated	2016.303	43.3192
annotated	2016.333	43.3506
annotated	2016.344	43.3349
annotated	2016.23	43.3349
annotated	2016.279	43.3428
annotated	2016.104	43.3664
annotated	2016.262	43.4136
annotated	2015.995	43.4529
annotated	2016.071	43.4215
annotated	2016.071	43.4136
annotated	2016.071	43.4215
annotated	2016.295	43.39
annotated	2015.759	43.4293
annotated	2015.759	43.4293
annotated	2016.298	43.3349
annotated	2016.276	43.3506
annotated	2015.981	43.3821
annotated	2016.087	43.4057
annotated	2016.216	43.4293
annotated	2016.005	43.3821
annotated	2015.989	43.39
annotated	2015.981	43.4057
annotated	2015.953	43.3743
annotated	2015.981	43.4057
annotated	2015.978	43.4136
annotated	2015.959	43.3979
annotated	2016.085	43.4057
annotated	2015.981	43.4293
annotated	2015.97	43.4293
annotated	2016.09	43.3979
annotated	2016.134	43.4215
annotated	2016.169	43.4057
annotated	2016.104	43.3743
annotated	2015.97	43.4293
annotated	2015.97	43.3979
annotated	2015.97	43.4136
annotated	2015.97	43.4215
annotated	2016.161	43.39
annotated	2015.992	43.3821
annotated	2016.036	43.4057
annotated	2016.057	43.3979
annotated	2016.167	43.3821
annotated	2016.071	43.3664
annotated	2016.21	43.3821
annotated	2016.145	43.39
annotated	2016.238	43.3821
annotated	2016.377	43.4057
annotated	2016.377	43.4057
annotated	2015.94	43.3743
annotated	2015.94	43.3743
annotated	2016.224	43.39
annotated	2016.262	43.3664
annotated	2016.251	43.4372
annotated	2016.126	43.3506
annotated	2016.262	43.327
annotated	2016.096	43.39
annotated	2016.18	43.4215
annotated	2016.303	43.3743
annotated	2016.301	43.3349
annotated	2016.232	43.4057
annotated	2016.21	43.3743
annotated	2016.24	43.3585
annotated	2016.194	43.39
annotated	2016.178	43.3585
annotated	2016.041	43.3821
annotated	2016.109	43.4057
annotated	2016.101	43.3979
annotated	2016.079	43.3821
annotated	2016.093	43.39
annotated	2016.15	43.3821
annotated	2016.079	43.4057
annotated	2016.079	43.3979
annotated	2016.085	43.39
annotated	2016.18	43.4057
annotated	2016.164	43.39
annotated	2016.26	43.3664
annotated	2016.333	43.4136
annotated	2016.178	43.3664
annotated	2016.628	43.4451
annotated	2016.612	43.39
annotated	2016.148	43.342
annotated	2016.148	43.3341
annotated	2016.21	43.4057
annotated	2016.145	43.3428
annotated	2015.918	43.3664
annotated	2016.262	43.3349
annotated	2016.074	43.3506
annotated	2016.443	43.4057
annotated	2016.022	43.4136
annotated	2015.94	43.4057
annotated	2015.94	43.3979
annotated	2016.268	43.4215
annotated	2016.199	43.3821
annotated	2016.139	43.4136
annotated	2016.301	43.3428
annotated	2016.221	43.3428
annotated	2016.09	43.4215
annotated	2016.295	43.3349
annotated	2016.186	43.3743
annotated	2016.303	43.3192
annotated	2015.951	43.3979
annotated	2016.224	43.4057
annotated	2016.109	43.3979
annotated	2016.087	43.39
annotated	2016.158	43.3506
annotated	2015.953	43.3428
annotated	2016.475	43.3349
annotated	2016.011	43.39
annotated	2016.096	43.3585
annotated	2016.128	43.3743
annotated	2016.167	43.4136
annotated	2016.115	43.3585
annotated	2016.639	43.3506
annotated	2016.612	43.39
annotated	2016.555	43.39
annotated	2016.314	43.3821
annotated	2016.88	43.3664
annotated	2016.699	43.39
annotated	2016.907	43.3585
annotated	2016.607	43.3743
annotated	2016.598	43.3743
annotated	2016.568	43.3979
annotated	2016.607	43.3743
annotated	2016.139	43.3664
annotated	2016.202	43.3506
annotated	2016.189	43.3349
annotated	2016.15	43.3821
annotated	2016.172	43.3821
annotated	2016.197	43.3743
annotated	2016.12	43.3743
annotated	2016.12	43.3506
annotated	2016.123	43.3743
annotated	2016.123	43.3506
annotated	2016.123	43.3743
annotated	2016.115	43.3664
annotated	2016.123	43.3743
annotated	2016.09	43.3821
annotated	2016.191	43.3506
annotated	2016.107	43.3664
annotated	2016.306	43.3821
annotated	2016.142	43.3664
annotated	2016.096	43.3664
annotated	2016.383	43.3192
annotated	2016.317	43.3979
annotated	2016.12	43.3349
annotated	2016.087	43.4372
annotated	2016.265	43.4372
annotated	2016.044	43.4057
annotated	2016.027	43.4215
annotated	2016.109	43.3821
annotated	2016.161	43.3664
annotated	2016.443	43.3743
annotated	2016.443	43.3743
annotated	2016.443	43.3821
annotated	2016.044	43.39
annotated	2016.052	43.39
annotated	2016.15	43.3979
annotated	2016.183	43.4057
annotated	2016.276	43.4057
annotated	2016.251	43.3585
annotated	2016.208	43.3979
annotated	2016.161	43.3743
annotated	2016.161	43.3743
annotated	2016.161	43.3743
annotated	2016.104	43.3743
annotated	2016.164	43.3821
annotated	2016.027	43.3979
annotated	2015.934	43.4057
annotated	2015.934	43.4057
annotated	2016.107	43.3821
annotated	2016.117	43.39
annotated	2016.21	43.3821
annotated	2016.057	43.4215
annotated	2016.036	43.4529
annotated	2016.131	43.4608
annotated	2016.221	43.3821
annotated	2016.199	43.3664
annotated	2015.989	43.3979
annotated	2016.087	43.3979
annotated	2016.128	43.3743
annotated	2016.131	43.39
annotated	2016.145	43.4136
annotated	2016.172	43.3821
annotated	2016.279	43.3428
annotated	2016.189	43.4136
annotated	2016.295	43.4057
annotated	2016.295	43.4136
annotated	2016.148	43.3979
annotated	2015.858	43.3979
annotated	2015.858	43.3979
annotated	2015.877	43.3821
annotated	2016.26	43.4293
annotated	2016.18	43.3821
annotated	2016.279	43.4293
annotated	2016.219	43.4451
annotated	2016.169	43.3743
annotated	2016.169	43.3821
annotated	2016.126	43.4057
annotated	2016.167	43.3664
annotated	2016.167	43.3743
annotated	2016.077	43.4372
annotated	2016.077	43.39
annotated	2016.046	43.4057
annotated	2016.022	43.39
annotated	2016.082	43.4136
annotated	2016.112	43.4372
annotated	2016.077	43.4215
annotated	2016.167	43.4057
annotated	2016.169	43.3506
annotated	2016.221	43.4529
annotated	2016.161	43.4293
annotated	2016.219	43.4262
annotated	2016.199	43.4372
annotated	2016.164	43.4372
annotated	2016.172	43.4372
annotated	2016.183	43.4215
annotated	2016.202	43.4293
annotated	2016.257	43.3506
annotated	2016.014	43.4215
annotated	2016.128	43.3979
annotated	2016.172	43.4293
annotated	2016.191	43.39
annotated	2016.199	43.3979
annotated	2016.186	43.3979
annotated	2016.246	43.327
annotated	2016.194	43.3875
annotated	2016.208	43.3821
annotated	2016.104	43.3979
annotated	2016.085	43.3979
annotated	2016.172	43.3664
annotated	2016.109	43.4057
annotated	2015.8	43.4057
annotated	2015.849	43.4136
annotated	2016.06	43.3585
annotated	2016.066	43.3979
annotated	2016.21	43.39
annotated	2016.765	43.2798
annotated	2016.257	43.3585
annotated	2015.789	43.3979
annotated	2015.789	43.3979
annotated	2016.224	43.3506
annotated	2016.087	43.3743
annotated	2016.098	43.3428
annotated	2016.178	43.3428
annotated	2016.186	43.3821
annotated	2016.303	43.3585
annotated	2015.951	43.3979
annotated	2015.975	43.4136
annotated	2015.973	43.3428
annotated	2016.085	43.4057
annotated	2016.101	43.3743
annotated	2016.098	43.4293
annotated	2015.77	43.4215
annotated	2016.03	43.4372
annotated	2015.981	43.4451
annotated	2015.989	43.4372
annotated	2016.107	43.4372
annotated	2016.238	43.4372
annotated	2015.967	43.4136
annotated	2016.112	43.3585
annotated	2016.104	43.3743
annotated	2016.295	43.3743
annotated	2016.295	43.3743
annotated	2016.087	43.3979
annotated	2015.959	43.3585
annotated	2016.06	43.3664
annotated	2016.112	43.3428
annotated	2016.057	43.3428
annotated	2016.142	43.3585
annotated	2016.046	43.3821
annotated	2016.15	43.3664
annotated	2016.268	43.3113
annotated	2016.186	43.4057
annotated	2015.975	43.3664
annotated	2016.139	43.39
annotated	2016.18	43.3664
annotated	2016.016	43.3979
annotated	2016.104	43.4215
annotated	2016.128	43.3821
annotated	2016.055	43.39
annotated	2016.107	43.3664
annotated	2015.849	43.4057
annotated	2015.849	43.4215
annotated	2016.402	43.3743
annotated	2016.178	43.39
annotated	2016.358	43.4215
annotated	2016.5	43.4293
annotated	2016.295	43.4057
annotated	2016.15	43.3979
annotated	2016.251	43.3821
annotated	2016.167	43.3979
annotated	2016.169	43.4105
annotated	2016.377	43.39
annotated	2016.464	43.4215
annotated	2016.464	43.4057
annotated	2016.418	43.3979
annotated	2016.415	43.39
annotated	2016.415	43.3821
annotated	2016.374	43.3821
annotated	2016.317	43.39
annotated	2016.418	43.4215
annotated	2016.536	43.4136
annotated	2016.415	43.3585
annotated	2016.41	43.3506
annotated	2016.415	43.4057
annotated	2016.415	43.3743
annotated	2016.587	43.3979
annotated	2016.899	43.3664
annotated	2016.41	43.39
annotated	2016.421	43.3743
annotated	2016.301	43.39
annotated	2016.071	43.4136
annotated	2016.071	43.39
annotated	2016.158	43.3821
annotated	2016.101	43.3979
annotated	2016.24	43.3664
annotated	2016.593	43.3113
annotated	2016.593	43.3113
annotated	2016.107	43.3979
annotated	2015.912	43.4136
annotated	2016.18	43.39
annotated	2016.131	43.39
annotated	2016.246	43.3979
annotated	2016.199	43.4057
annotated	2016.191	43.4136
annotated	2016.186	43.4057
annotated	2016.186	43.4136
annotated	2016.137	43.4057
annotated	2016.085	43.3585
annotated	2016.142	43.4293
annotated	2016.123	43.3585
annotated	2016.087	43.3664
annotated	2016.066	43.3506
annotated	2016.077	43.3585
annotated	2016.429	43.3506
annotated	2016.142	43.4215
annotated	2016.09	43.4136
annotated	2016.131	43.4529
annotated	2016.153	43.4529
annotated	2016.046	43.3821
annotated	2016.205	43.39
annotated	2016.137	43.3585
annotated	2016.161	43.3585
annotated	2016.183	43.3428
annotated	2016.18	43.327
annotated	2016.066	43.4215
annotated	2016.066	43.4215
annotated	2016.085	43.3585
annotated	2016.191	43.39
annotated	2016.027	43.3664
annotated	2015.97	43.4215
annotated	2016.145	43.3743
annotated	2016.199	43.3585
annotated	2016.066	43.4215
annotated	2016.273	43.4136
annotated	2016.063	43.3585
annotated	2016.046	43.4293
annotated	2016.038	43.3821
annotated	2016.096	43.39
annotated	2016.224	43.3664
annotated	2016.074	43.3979
annotated	2016.18	43.3821
annotated	2016.071	43.39
annotated	2016.038	43.3821
annotated	2016.161	43.3506
annotated	2016.085	43.3821
annotated	2016.068	43.3585
annotated	2016.142	43.3821
annotated	2016.18	43.3428
annotated	2016.358	43.3585
annotated	2016.189	43.3664
annotated	2016.164	43.39
annotated	2016.09	43.4057
annotated	2016.011	43.4451
annotated	2016.23	43.39
annotated	2015.882	43.4057
annotated	2016.074	43.3664
annotated	2016.09	43.3821
annotated	2016.085	43.3664
annotated	2016.199	43.3585
annotated	2016.533	43.3632
annotated	2016.169	43.39
annotated	2016.219	43.3349
annotated	2016.057	43.3664
annotated	2016.145	43.4057
annotated	2016.142	43.39
annotated	2016.257	43.3743
annotated	2016.276	43.3979
annotated	2016.153	43.4057
annotated	2016.172	43.3979
annotated	2016.164	43.3979
annotated	2016.208	43.3979
annotated	2016.216	43.39
annotated	2016.161	43.4215
annotated	2016.148	43.3664
annotated	2016.224	43.4057
annotated	2016.199	43.39
annotated	2016.246	43.3585
annotated	2016.227	43.3971
annotated	2016.131	43.3192
annotated	2016.071	43.4215
annotated	2016.005	43.3979
annotated	2016.131	43.3664
annotated	2016.145	43.3979
annotated	2016.191	43.4215
annotated	2015.841	43.3979
annotated	2016.071	43.3979
annotated	2016.046	43.4057
annotated	2015.847	43.4057
annotated	2016.055	43.3664
annotated	2016.055	43.3664
annotated	2016.107	43.4215
annotated	2016.18	43.4057
annotated	2016.175	43.4215
annotated	2015.975	43.3506
annotated	2015.997	43.3585
annotated	2016.044	43.3506
annotated	2016.123	43.3585
annotated	2016.123	43.3506
annotated	2016.068	43.4057
annotated	2016.082	43.4136
annotated	2016.156	43.3979
annotated	2015.849	43.3821
annotated	2015.833	43.3979
annotated	2016.454	43.4057
annotated	2016.418	43.4057
annotated	2016.418	43.3979
annotated	2016.721	43.39
annotated	2016.664	43.39
annotated	2016.41	43.3821
annotated	2016.601	43.3585
annotated	2016.601	43.3664
annotated	2016.355	43.4034
annotated	2016.669	43.3585
annotated	2016.669	43.3585
annotated	2016.669	43.3506
annotated	2016.033	43.3506
annotated	2016.358	43.3821
annotated	2016.358	43.3821
annotated	2016.153	43.3979
annotated	2016.257	43.4215
annotated	2016.186	43.3585
annotated	2016.057	43.3585
annotated	2016.085	43.3585
annotated	2016.109	43.3821
annotated	2016.109	43.2869
annotated	2016.191	43.3743
annotated	2016.314	43.4215
annotated	2015.912	43.3979
annotated	2016.071	43.3743
annotated	2016.027	43.39
annotated	2016.068	43.3428
annotated	2016.107	43.3743
annotated	2016.068	43.3585
annotated	2016.052	43.4136
annotated	2016.052	43.4215
annotated	2016.052	43.4136
annotated	2016.333	43.39
annotated	2016.022	43.39
annotated	2016.167	43.3821
annotated	2016.219	43.3349
annotated	2016.298	43.3506
annotated	2016.085	43.3585
annotated	2016.046	43.508
annotated	2016.221	43.3428
annotated	2015.97	43.3821
annotated	2015.97	43.3743
annotated	2016.342	43.3585
annotated	2015.863	43.3979
annotated	2015.918	43.3979
annotated	2016.134	43.3506
annotated	2016.09	43.4057
annotated	2016.049	43.4293
annotated	2016.049	43.4136
annotated	2015.918	43.3979
annotated	2016.186	43.3979
annotated	2016.098	43.3979
annotated	2016.167	43.4136
annotated	2016.066	43.3664
annotated	2016.066	43.3664
annotated	2016.142	43.3664
annotated	2016.098	43.3743
annotated	2016.093	43.3979
annotated	2016.158	43.3585
annotated	2016.189	43.3979
annotated	2016.101	43.3664
annotated	2016.183	43.3743
annotated	2016.251	43.39
annotated	2016.071	43.39
annotated	2015.973	43.3821
annotated	2015.932	43.39
annotated	2015.973	43.39
annotated	2015.945	43.39
annotated	2015.932	43.39
annotated	2016.298	43.3821
annotated	2016.314	43.39
annotated	2016.104	43.3428
annotated	2016.09	43.3821
annotated	2016.224	43.3821
annotated	2016.194	43.4057
annotated	2016.123	43.3821
annotated	2016.126	43.39
annotated	2016.117	43.3821
annotated	2016.117	43.3743
annotated	2016.085	43.3743
annotated	2016.123	43.3585
annotated	2016.126	43.3821
annotated	2016.126	43.3821
annotated	2016.243	43.4057
annotated	2016.814	43.2877
annotated	2016.342	43.3428
annotated	2016.199	43.3979
annotated	2016.235	43.3821
annotated	2016.276	43.3664
annotated	2016.467	43.3585
annotated	2016.448	43.3664
annotated	2016.38	43.4057
annotated	2016.301	43.3743
annotated	2016.328	43.3664
annotated	2016.12	43.3113
annotated	2016.093	43.4057
annotated	2016.15	43.4057
annotated	2016.314	43.39
annotated	2016.15	43.39
annotated	2016.15	43.39
annotated	2016.227	43.39
annotated	2016.066	43.3743
annotated	2016.052	43.3743
annotated	2016.052	43.3506
annotated	2016.052	43.3585
annotated	2016.325	43.3664
annotated	2016.243	43.3428
annotated	2016.298	43.3664
annotated	2016.219	43.3428
annotated	2016.052	43.3506
annotated	2016.126	43.3506
annotated	2016.238	43.39
annotated	2016.219	43.3349
annotated	2016.052	43.3743
annotated	2016.44	43.39
annotated	2016.246	43.39
annotated	2016.415	43.39
annotated	2016.265	43.3821
annotated	2016.284	43.3585
annotated	2016.358	43.39
annotated	2016.23	43.3585
annotated	2016.445	43.3743
annotated	2016.445	43.3664
annotated	2016.041	43.3664
annotated	2016.128	43.3743
annotated	2016.153	43.39
annotated	2016.202	43.3428
annotated	2016.049	43.4215
annotated	2016.205	43.39
annotated	2016.033	43.39
annotated	2016.033	43.39
annotated	2016.085	43.3664
annotated	2016.085	43.3821
annotated	2016.276	43.4057
annotated	2015.874	43.4057
annotated	2015.874	43.4057
annotated	2016.096	43.3743
annotated	2016.107	43.3821
annotated	2016.109	43.3743
annotated	2015.852	43.4215
annotated	2016.115	43.4215
annotated	2016.194	43.4215
annotated	2016.172	43.39
annotated	2016.139	43.39
annotated	2016.115	43.4215
annotated	2015.767	43.3743
annotated	2015.74	43.39
annotated	2015.8	43.3979
annotated	2015.781	43.39
annotated	2015.822	43.4293
annotated	2015.838	43.3979
annotated	2015.838	43.3821
annotated	2015.877	43.3979
annotated	2015.753	43.4215
annotated	2015.767	43.3743
annotated	2015.951	43.3979
annotated	2015.901	43.4136
annotated	2015.877	43.4136
annotated	2015.882	43.3979
annotated	2015.888	43.39
annotated	2015.975	43.3821
annotated	2015.912	43.3821
annotated	2015.962	43.3585
annotated	2015.97	43.3585
annotated	2015.899	43.3979
annotated	2015.953	43.3743
annotated	2015.97	43.4136
annotated	2015.899	43.3979
annotated	2015.934	43.3821
annotated	2015.964	43.4136
annotated	2015.915	43.4057
annotated	2016.03	43.39
annotated	2015.973	43.3506
annotated	2015.984	43.4136
annotated	2016.014	43.3585
annotated	2016.038	43.3664
annotated	2016.046	43.3664
annotated	2016.044	43.3664
annotated	2016.036	43.3585
annotated	2016.049	43.4215
annotated	2015.959	43.3743
annotated	2015.992	43.3664
annotated	2015.942	43.3821
annotated	2015.797	43.4372
annotated	2015.753	43.4215
annotated	2016.014	43.39
annotated	2015.904	43.4057
annotated	2015.77	43.4136
annotated	2016.019	43.3506
annotated	2016.049	43.3821
annotated	2015.97	43.3506
annotated	2015.86	43.3979
annotated	2016.027	43.3821
annotated	2016.027	43.3979
annotated	2016.011	43.3506
annotated	2015.781	43.4136
annotated	2015.937	43.4372
annotated	2016.085	43.3821
annotated	2016.071	43.3349
annotated	2016.033	43.327
annotated	2016.019	43.3506
annotated	2015.877	43.3821
annotated	2015.877	43.3979
annotated	2015.97	43.4136
annotated	2016.137	43.3349
annotated	2016.104	43.3506
annotated	2016.074	43.3979
annotated	2016.123	43.3979
annotated	2016.055	43.3743
annotated	2016.014	43.3585
annotated	2016.085	43.3428
annotated	2016.077	43.3821
annotated	2016.046	43.3428
annotated	2016.027	43.3821
annotated	2016.027	43.3821
annotated	2016.087	43.4215
annotated	2016.126	43.3506
annotated	2016.104	43.3349
annotated	2016.107	43.4057
annotated	2016.06	43.3979
annotated	2016.112	43.39
annotated	2015.918	43.3979
annotated	2016.139	43.3428
annotated	2016.139	43.3428
annotated	2016.079	43.39
annotated	2016.15	43.3585
annotated	2016.109	43.3506
annotated	2016.082	43.3585
annotated	2016.068	43.3585
annotated	2016.112	43.3743
annotated	2016.112	43.3743
annotated	2016.158	43.39
annotated	2016.085	43.39
annotated	2016.142	43.3743
annotated	2016.085	43.39
annotated	2016.128	43.3821
annotated	2016.128	43.3821
annotated	2016.109	43.3428
annotated	2016.09	43.3821
annotated	2016.057	43.3743
annotated	2016.027	43.3743
annotated	2016.153	43.39
annotated	2015.841	43.3821
annotated	2015.822	43.4293
annotated	2015.781	43.39
annotated	2015.838	43.3979
annotated	2015.838	43.3821
annotated	2016.087	43.3349
annotated	2016.068	43.4136
annotated	2016.068	43.4136
annotated	2016.156	43.3743
annotated	2016.077	43.3979
annotated	2016.066	43.3979
annotated	2016.066	43.3979
annotated	2016.068	43.4136
annotated	2016.085	43.4215
annotated	2016.09	43.4293
annotated	2015.992	43.3349
annotated	2015.997	43.4057
annotated	2015.751	43.3979
annotated	2015.797	43.4451
annotated	2015.778	43.4215
annotated	2015.759	43.4215
annotated	2016.139	43.3743
annotated	2015.732	43.4136
annotated	2015.723	43.3979
annotated	2015.855	43.4529
annotated	2015.852	43.3979
annotated	2015.855	43.3821
annotated	2015.847	43.3821
annotated	2015.849	43.3979
annotated	2016.142	43.3506
annotated	2016.142	43.3821
annotated	2016.18	43.39
annotated	2016.18	43.3979
annotated	2016.189	43.3821
annotated	2016.254	43.3428
annotated	2016.18	43.3664
annotated	2016.221	43.3821
annotated	2016.238	43.39
annotated	2016.284	43.4057
annotated	2016.169	43.39
annotated	2016.24	43.3664
annotated	2016.301	43.3585
annotated	2016.194	43.3743
annotated	2016.303	43.3743
annotated	2016.183	43.327
annotated	2016.18	43.3821
annotated	2016.194	43.39
annotated	2016.183	43.3428
annotated	2016.298	43.3349
annotated	2016.224	43.3428
annotated	2016.202	43.3113
annotated	2016.199	43.3349
annotated	2016.224	43.3821
annotated	2016.205	43.3034
annotated	2016.563	43.4656
annotated	2016.393	43.4129
annotated	2016.219	43.3821
annotated	2016.202	43.4136
annotated	2016.164	43.3979
annotated	2016.29	43.3979
annotated	2016.164	43.39
annotated	2016.189	43.3821
annotated	2016.036	43.3821
annotated	2016.09	43.3743
annotated	2016.235	43.3821
annotated	2016.096	43.39
annotated	2016.219	43.4057
annotated	2016.227	43.3585
annotated	2016.126	43.3979
annotated	2016.038	43.3349
annotated	2016.164	43.4215
annotated	2016.183	43.3821
annotated	2016.148	43.4372
annotated	2016.172	43.3743
annotated	2016.197	43.3821
annotated	2016.093	43.3821
annotated	2016.052	43.4215
annotated	2016.036	43.4136
annotated	2016.126	43.4293
annotated	2015.956	43.3585
annotated	2016.011	43.3821
annotated	2016.087	43.3979
annotated	2016.145	43.3664
annotated	2016.281	43.3743
annotated	2016.046	43.3585
annotated	2016.153	43.3585
annotated	2016.109	43.3821
annotated	2016.074	43.39
annotated	2016.126	43.3743
annotated	2015.929	43.3743
annotated	2016.008	43.39
annotated	2016.071	43.4136
annotated	2015.929	43.3821
annotated	2016.126	43.3979
annotated	2016.126	43.4215
annotated	2016.049	43.3979
annotated	2016.21	43.4451
annotated	2016.03	43.39
annotated	2015.989	43.4057
annotated	2016.238	43.4136
annotated	2016.074	43.4136
annotated	2016.292	43.3821
annotated	2016.011	43.3506
annotated	2015.959	43.3821
annotated	2016.074	43.3743
annotated	2016.18	43.3743
annotated	2016.087	43.3743
annotated	2016.052	43.3664
annotated	2016.019	43.3821
annotated	2015.995	43.3743
annotated	2016.148	43.3664
annotated	2015.956	43.3821
annotated	2016.295	43.3743
annotated	2016.199	43.39
annotated	2016.085	43.3821
annotated	2016.164	43.3585
annotated	2016.046	43.3979
annotated	2016.041	43.3979
annotated	2016.178	43.3821
annotated	2016.038	43.39
annotated	2016.189	43.3743
annotated	2016.112	43.3585
annotated	2016.276	43.39
annotated	2016.087	43.3428
annotated	2015.888	43.39
annotated	2015.888	43.39
annotated	2016.126	43.3664
annotated	2016.145	43.3585
annotated	2015.89	43.3664
annotated	2015.89	43.3664
annotated	2015.863	43.4057
annotated	2015.847	43.3585
annotated	2015.852	43.39
annotated	2015.847	43.3585
annotated	2015.847	43.3506
annotated	2015.863	43.4057
annotated	2015.89	43.3664
annotated	2016.104	43.3585
annotated	2016.126	43.3664
annotated	2016.115	43.3585
annotated	2015.901	43.3979
annotated	2015.904	43.4057
annotated	2016.011	43.3743
annotated	2015.814	43.39
annotated	2015.863	43.3979
annotated	2015.858	43.3979
annotated	2015.858	43.3506
annotated	2015.849	43.3979
annotated	2015.893	43.3664
annotated	2015.899	43.3979
annotated	2015.879	43.3506
annotated	2016.033	43.3664
annotated	2015.984	43.39
annotated	2015.995	43.3979
annotated	2015.995	43.4057
annotated	2016.071	43.3821
annotated	2016.085	43.327
annotated	2016.139	43.3821
annotated	2015.863	43.3979
annotated	2016.139	43.3506
annotated	2016.079	43.3192
annotated	2016.235	43.3585
annotated	2016.098	43.3664
annotated	2016.142	43.3113
annotated	2016.145	43.272
annotated	2016.074	43.327
annotated	2016.087	43.3979
annotated	2015.918	43.3664
annotated	2015.953	43.3506
annotated	2016.066	43.3428
annotated	2016.459	43.2956
annotated	2015.959	43.3192
annotated	2016.279	43.39
annotated	2015.841	43.3428
annotated	2015.841	43.3506
annotated	2016.005	43.3506
annotated	2015.86	43.3821
annotated	2015.86	43.3821
annotated	2016.03	43.3506
annotated	2016.008	43.3664
annotated	2015.888	43.3821
annotated	2015.879	43.3585
annotated	2015.904	43.3821
annotated	2015.992	43.3743
annotated	2016.527	43.4144
annotated	2016.202	43.3821
annotated	2016.104	43.3664
annotated	2016.339	43.4136
annotated	2016.623	43.4293
annotated	2016.243	43.4529
annotated	2016.38	43.4293
annotated	2016.016	43.39
annotated	2016.014	43.39
annotated	2016.011	43.4136
annotated	2015.866	43.4057
annotated	2015.847	43.4057
annotated	2016.153	43.3585
annotated	2016.276	43.4215
annotated	2016.309	43.4136
annotated	2016.161	43.4057
annotated	2016.325	43.4057
annotated	2016	43.4057
annotated	2016	43.4057
annotated	2015.901	43.4057
annotated	2016.109	43.4136
annotated	2016.189	43.3821
annotated	2015.836	43.3821
annotated	2015.797	43.3585
annotated	2015.836	43.3821
annotated	2015.877	43.3585
annotated	2015.874	43.3821
annotated	2015.836	43.3821
annotated	2015.797	43.3743
annotated	2016.107	43.4372
annotated	2016.038	43.3743
annotated	2016.068	43.3585
annotated	2016.21	43.4215
annotated	2015.995	43.4057
annotated	2015.978	43.4136
annotated	2016.022	43.4136
annotated	2016.085	43.4215
annotated	2016.068	43.3979
annotated	2016.238	43.4057
annotated	2016.219	43.4057
annotated	2016.219	43.4057
annotated	2016.183	43.3506
annotated	2016.189	43.3664
annotated	2016.158	43.4136
annotated	2016.186	43.4215
annotated	2016.21	43.4215
annotated	2016.224	43.4057
annotated	2016.328	43.4372
annotated	2016.325	43.4372
annotated	2016.344	43.39
annotated	2016.317	43.4057
annotated	2016.32	43.39
annotated	2016.437	43.4372
annotated	2016.027	43.4293
annotated	2016.178	43.4293
annotated	2016.363	43.4293
annotated	2016.156	43.4372
annotated	2016.197	43.3979
annotated	2016.251	43.3743
annotated	2015.951	43.3664
annotated	2016.227	43.3506
annotated	2016.126	43.3664
annotated	2016.077	43.3506
annotated	2016.221	43.3349
annotated	2016.18	43.3506
annotated	2016.046	43.39
annotated	2016.046	43.3506
annotated	2016.046	43.3585
annotated	2016.057	43.3664
annotated	2016.046	43.3743
