family,GC
Anatidae,44.68502393
Anatidae,44.63795403
Anatidae,44.68502393
Anatidae,44.70855888
Anatidae,44.69286891
Anatidae,44.68502393
Anatidae,44.74946905
Anatidae,44.76347376
Anatidae,44.74677572
Anatidae,44.88899349
Anatidae,44.84976857
Anatidae,44.84976857
Anatidae,44.91831605
Anatidae,44.87270434
Anatidae,44.73209383
Anatidae,44.75562878
Anatidae,44.77916372
Anatidae,44.71947195
Anatidae,44.73209383
Anatidae,44.73993881
Anatidae,44.78233538
Anatidae,44.78233538
Anatidae,44.75876159
Anatidae,44.75562878
Anatidae,44.73993881
Anatidae,44.8913981
Anatidae,44.86787423
Anatidae,44.87571552
Anatidae,44.91910417
Anatidae,44.90021298
Anatidae,44.89923939
Anatidae,44.91492198
Anatidae,44.90276035
Anatidae,44.91285916
Anatidae,44.83650906
Anatidae,44.87602009
Anatidae,44.83824929
Anatidae,44.68838527
Anatidae,44.69625433
Anatidae,44.69625433
Anatidae,44.71199245
Anatidae,44.70412339
Anatidae,44.70412339
Anatidae,44.70412339
Anatidae,44.71199245
Anatidae,44.67264715
Anatidae,44.70412339
Anatidae,44.67093308
Anatidae,44.7198615
Anatidae,44.70412339
Anatidae,44.74346868
Anatidae,44.70412339
Anatidae,44.86886666
Anatidae,44.85745787
Anatidae,44.85363551
Anatidae,44.98346196
Anatidae,45.01298906
Anatidae,44.86503502
Anatidae,44.79445582
Anatidae,44.95080677
Anatidae,44.97954045
Anatidae,44.92445703
Anatidae,44.95080677
Anatidae,44.97167139
Anatidae,44.97954045
Anatidae,44.95593327
Anatidae,44.97167139
Anatidae,45.00314762
Anatidae,44.99527856
Anatidae,44.98425197
Anatidae,44.80642115
Anatidae,44.98580889
Anatidae,44.9385052
Anatidae,44.89908546
Anatidae,44.92273731
Anatidae,44.86150456
Anatidae,44.85363551
Anatidae,44.85363551
Anatidae,44.83002833
Anatidae,44.87724268
Anatidae,44.84576645
Anatidae,44.83002833
Anatidae,44.82215927
Anatidae,44.88846851
Anatidae,44.88331757
Anatidae,44.86754967
Anatidae,44.81429021
Anatidae,44.80642115
Anatidae,44.86150456
Anatidae,44.83789739
Anatidae,44.85363551
Anatidae,44.83789739
Anatidae,44.83789739
Anatidae,44.81429021
Anatidae,44.93801653
Anatidae,44.79068303
Anatidae,44.81429021
Anatidae,44.80642115
Anatidae,44.80642115
Anatidae,44.82215927
Anatidae,44.82215927
Anatidae,44.82215927
Anatidae,44.85907731
Anatidae,44.80994727
Anatidae,44.80642115
Anatidae,44.82215927
Anatidae,44.83601388
Anatidae,44.79855209
Anatidae,44.74346868
Anatidae,44.89120151
Anatidae,44.86937362
Anatidae,44.85421592
Anatidae,44.81429021
Anatidae,44.85966572
Anatidae,44.72064394
Anatidae,44.72773056
Anatidae,44.75133774
Anatidae,44.81277355
Anatidae,44.80887593
Anatidae,44.7960951
Anatidae,44.81832543
Anatidae,44.83002833
Anatidae,44.83002833
Anatidae,44.83789739
Anatidae,44.79068303
Anatidae,44.79855209
Anatidae,44.86150456
Anatidae,44.80044084
Anatidae,44.85560991
Anatidae,44.79855209
Anatidae,44.79855209
Anatidae,44.83002833
Anatidae,44.82215927
Anatidae,44.79855209
Anatidae,44.79855209
Anatidae,44.79855209
Anatidae,44.77846856
Anatidae,44.92225462
Anatidae,44.90084986
Anatidae,44.90084986
Anatidae,44.91658798
Anatidae,44.78281398
Anatidae,44.78281398
Anatidae,44.78281398
Anatidae,44.80642115
Anatidae,44.78281398
Anatidae,44.81429021
Anatidae,44.81429021
Anatidae,44.79855209
Anatidae,44.91658798
Anatidae,44.80560365
Anatidae,44.764604
Anatidae,44.80642115
Anatidae,44.80642115
Anatidae,44.79068303
Anatidae,44.80642115
Anatidae,44.8082689
Anatidae,44.91658798
Anatidae,44.92445703
Anatidae,44.83957642
Anatidae,44.76707586
Anatidae,44.78281398
Anatidae,44.79068303
Anatidae,44.78281398
Anatidae,44.92445703
Anatidae,44.72235331
Anatidae,44.76707586
Anatidae,44.79068303
Anatidae,44.76707586
Anatidae,44.76017097
Anatidae,44.7198615
Anatidae,44.81429021
Anatidae,44.82568663
Anatidae,44.79068303
Anatidae,44.80125935
Anatidae,44.79855209
Anatidae,44.80642115
Anatidae,44.80642115
Anatidae,44.80560365
Anatidae,44.77494492
Anatidae,44.76707586
Anatidae,44.77494492
Anatidae,44.81347395
Anatidae,44.79855209
Anatidae,44.75155524
Anatidae,44.7627292
Anatidae,44.84142599
Anatidae,44.84576645
Anatidae,44.7627292
Anatidae,44.81429021
Anatidae,44.71199245
Anatidae,44.73559962
Anatidae,44.72773056
Anatidae,44.68838527
Anatidae,44.69625433
Anatidae,44.69977178
Anatidae,44.79068303
Anatidae,44.79068303
Anatidae,44.74346868
Anatidae,44.71467926
Anatidae,44.71467926
Anatidae,44.78281398
Anatidae,44.78281398
Anatidae,44.78281398
Anatidae,44.80642115
Anatidae,44.80642115
Anatidae,44.80642115
Anatidae,44.80642115
Anatidae,44.84576645
Anatidae,44.83789739
Anatidae,44.84576645
Anatidae,44.85363551
Anatidae,44.92371595
Anatidae,44.85363551
Anatidae,44.84576645
Anatidae,44.85363551
Anatidae,44.83355631
Anatidae,44.83789739
Anatidae,44.86937362
Anatidae,44.86937362
Anatidae,44.82215927
Anatidae,44.74346868
Anatidae,44.73559962
Anatidae,44.76707586
Anatidae,44.74346868
Anatidae,44.7592068
Anatidae,44.75485953
Anatidae,44.77846856
Anatidae,44.79068303
Anatidae,44.78986306
Anatidae,44.79068303
Anatidae,44.75403384
Anatidae,44.80560365
Anatidae,44.80642115
Anatidae,44.83789739
Anatidae,44.80642115
Anatidae,44.79068303
Anatidae,44.78281398
Anatidae,44.79068303
Anatidae,44.83789739
Anatidae,44.71199245
Anatidae,44.70764146
Anatidae,44.71199245
Anatidae,44.71199245
Anatidae,44.72338081
Anatidae,44.72255018
Anatidae,44.72959144
Anatidae,44.74077571
Anatidae,44.71608833
Anatidae,44.77494492
Anatidae,44.76707586
Anatidae,44.75133774
Anatidae,44.7592068
Anatidae,44.7592068
Anatidae,44.76707586
Anatidae,44.77494492
Anatidae,44.75133774
Anatidae,44.75133774
Anatidae,44.76707586
Anatidae,44.78281398
Anatidae,44.80994727
Anatidae,44.81429021
Anatidae,44.78281398
Anatidae,44.79068303
Anatidae,44.77494492
Anatidae,44.7592068
Anatidae,44.76707586
Anatidae,44.7592068
Anatidae,44.79855209
Anatidae,44.81429021
Anatidae,44.73559962
Anatidae,44.75133774
Anatidae,44.79855209
Anatidae,44.75485953
Anatidae,44.74346868
Anatidae,44.80642115
Anatidae,44.77494492
Anatidae,44.79068303
Anatidae,44.77494492
Anatidae,44.72773056
Anatidae,44.78281398
Anatidae,44.77494492
Anatidae,44.73477097
Anatidae,44.76542821
Anatidae,44.76707586
Anatidae,44.7198615
Anatidae,44.74346868
Anatidae,44.7592068
Anatidae,44.72773056
Anatidae,44.72773056
Anatidae,44.73559962
Anatidae,44.76707586
Anatidae,44.78425794
Anatidae,44.75133774
Anatidae,44.78281398
Anatidae,44.7592068
Anatidae,44.84576645
Anatidae,44.79855209
Anatidae,44.79855209
Anatidae,44.82215927
Anatidae,44.80642115
Anatidae,44.77329975
Anatidae,44.79855209
Anatidae,44.78281398
Anatidae,44.79068303
Anatidae,44.78469653
Anatidae,44.78117128
Anatidae,44.79420792
Anatidae,44.77329975
Anatidae,44.83002833
Anatidae,44.81429021
Anatidae,44.82215927
Anatidae,44.83002833
Anatidae,44.83002833
Anatidae,44.83002833
Anatidae,44.82215927
Anatidae,44.82215927
Anatidae,44.77846856
Anatidae,44.78199276
Anatidae,44.79068303
Anatidae,44.78281398
Anatidae,44.83789739
Anatidae,44.82215927
Anatidae,44.82215927
Anatidae,44.82215927
Anatidae,45.04356016
Anatidae,44.98940595
Anatidae,44.94664156
Anatidae,44.94937603
Anatidae,45.02001413
Anatidae,45.01726303
Anatidae,45.00431677
Anatidae,45.01648093
Anatidae,45.02864318
Anatidae,45.03061705
Anatidae,45.02630133
Anatidae,45.00431677
Anatidae,45.02432899
Anatidae,45.00510084
Anatidae,45.01885607
Anatidae,45
Anatidae,44.79673521
Anatidae,44.87602009
Anatidae,44.76616447
Anatidae,44.82812745
Anatidae,44.78888714
Anatidae,44.82812745
Anatidae,44.82027939
Anatidae,44.82027939
Anatidae,44.78970496
Anatidae,44.82893911
Anatidae,44.7566719
Anatidae,44.77752492
Anatidae,44.70338983
Anatidae,44.74531042
Anatidae,44.70172684
Anatidae,44.72961306
Anatidae,44.79673521
Anatidae,44.81594851
Anatidae,44.87169426
Anatidae,44.76452119
Anatidae,44.78185813
Anatidae,44.76885645
Anatidae,44.74882261
Anatidae,44.81324545
Anatidae,44.81324545
Anatidae,44.81324545
Anatidae,44.81324545
Anatidae,44.78185813
Anatidae,45.06710619
Anatidae,45.04865035
Anatidae,45.01569859
Anatidae,44.9815585
Anatidae,44.97802888
Anatidae,45.0094162
Anatidae,45.05649718
Anatidae,45.05572124
Anatidae,45.0094162
Anatidae,44.97802888
Anatidae,44.98430141
Anatidae,44.99372254
Anatidae,45.0835753
Anatidae,45.08788449
Anatidae,45.12711864
Anatidae,45.13850742
Anatidae,45.1428123
Anatidae,45.05649718
Anatidae,45.11142498
Anatidae,44.80539862
Anatidae,45.06003296
Anatidae,45.0678804
Anatidae,45.05649718
Anatidae,45.05572124
Anatidae,45.08788449
Anatidae,45.08788449
Anatidae,45.05649718
Anatidae,45.02510986
Anatidae,45.03295669
Anatidae,45.11927181
Anatidae,44.99372254
Anatidae,44.93879473
Anatidae,45.04433807
Anatidae,44.95369644
Anatidae,45.01294829
Anatidae,44.94584838
Anatidae,44.97802888
Anatidae,44.97018205
Anatidae,44.65630885
Anatidae,44.65630885
Anatidae,44.83650906
Anatidae,44.84544171
Anatidae,44.86706925
Anatidae,44.84435035
Anatidae,44.77377872
Anatidae,44.9815585
Anatidae,45.09896324
Anatidae,45.05649718
Anatidae,45.01726303
Anatidae,45.04865035
Anatidae,44.97802888
Anatidae,44.98587571
Anatidae,45.09359047
Anatidae,45.03295669
Anatidae,44.9309479
Anatidae,44.92310107
Anatidae,44.99372254
Anatidae,44.94664156
Anatidae,44.83678594
Anatidae,44.86032643
Anatidae,44.82109228
Anatidae,44.83678594
Anatidae,44.81324545
Anatidae,44.82109228
Anatidae,44.88386692
Anatidae,44.84463277
Anatidae,44.93879473
Anatidae,44.97802888
Anatidae,44.99372254
Anatidae,44.9309479
Anatidae,44.95448839
Anatidae,44.99372254
Anatidae,44.97802888
Anatidae,45.04985475
Anatidae,45.05494505
Anatidae,44.97802888
Anatidae,45.05649718
Anatidae,45.13850742
Anatidae,44.97802888
Anatidae,45.04865035
Anatidae,44.99372254
Anatidae,45.0094162
Anatidae,44.98587571
Anatidae,45.0094162
Anatidae,44.99372254
Anatidae,44.99372254
Anatidae,44.99372254
Anatidae,44.95448839
Anatidae,44.96233522
Anatidae,44.82623362
Anatidae,44.82215927
Anatidae,44.83002833
Anatidae,44.85363551
Anatidae,44.83355631
Anatidae,44.85363551
Anatidae,44.83789739
Anatidae,44.79855209
Anatidae,44.86937362
Anatidae,44.83002833
Anatidae,44.85363551
Anatidae,44.83789739
Anatidae,44.83002833
Anatidae,44.83002833
Anatidae,44.83002833
Anatidae,44.83002833
Anatidae,44.83789739
Anatidae,44.81429021
Anatidae,44.87724268
Anatidae,44.84576645
Anatidae,44.86150456
Anatidae,44.85363551
Anatidae,44.83789739
Anatidae,44.81429021
Anatidae,44.86937362
Anatidae,44.84576645
Anatidae,44.82215927
Anatidae,44.84576645
Anatidae,44.85363551
Anatidae,44.84576645
Anatidae,44.83002833
Anatidae,44.81429021
Anatidae,44.81429021
Anatidae,44.83789739
Anatidae,44.83627204
Anatidae,44.83708484
Anatidae,44.82134425
Anatidae,44.82921454
Anatidae,44.85282544
Anatidae,44.84929566
Anatidae,44.82215927
Anatidae,44.81429021
Anatidae,44.86150456
Anatidae,44.82215927
Anatidae,44.85363551
Anatidae,44.83002833
Anatidae,44.83789739
Anatidae,44.83789739
Anatidae,44.79855209
Anatidae,44.84576645
Anatidae,44.82704029
Anatidae,44.82215927
Anatidae,44.81429021
Anatidae,44.83789739
Anatidae,44.83789739
Anatidae,44.86150456
Anatidae,44.87724268
Anatidae,44.85363551
Anatidae,44.83789739
Anatidae,44.86937362
Anatidae,44.82215927
Anatidae,44.85363551
Anatidae,44.85363551
Anatidae,44.85363551
Anatidae,44.83002833
Anatidae,44.83789739
Anatidae,44.86937362
Anatidae,44.88511174
Anatidae,44.84576645
Anatidae,44.86937362
Anatidae,44.84576645
Anatidae,44.83789739
Anatidae,45.08788449
Anatidae,44.86150456
Anatidae,44.86150456
Anatidae,44.83002833
Anatidae,44.84576645
Anatidae,44.86150456
Anatidae,44.86937362
Anatidae,44.80560365
Anatidae,44.86150456
Anatidae,44.94019515
Anatidae,44.88350126
Anatidae,44.6572104
Anatidae,44.78353442
Anatidae,44.7331129
Anatidae,44.79855209
Anatidae,44.86150456
Anatidae,44.81429021
Anatidae,44.81429021
Anatidae,44.82215927
Anatidae,44.82215927
Anatidae,44.82215927
Anatidae,44.80642115
Anatidae,44.80642115
Anatidae,44.82215927
Anatidae,44.83002833
Anatidae,44.83002833
Anatidae,44.81158052
Anatidae,44.8248721
Anatidae,44.78281398
Anatidae,44.78281398
Anatidae,44.78281398
Anatidae,44.78170809
Anatidae,44.7776466
Anatidae,44.7592068
Anatidae,44.78141
Anatidae,44.92012277
Anatidae,44.85363551
Anatidae,44.78633824
Anatidae,44.84686245
Anatidae,44.84414358
Anatidae,44.80473373
Anatidae,44.83002833
Anatidae,44.93232609
Anatidae,44.8929808
Anatidae,44.90871892
Anatidae,44.94806421
Anatidae,44.90871892
Anatidae,44.94019515
Anatidae,44.86150456
Anatidae,44.90871892
Anatidae,44.83789739
Anatidae,44.85363551
Anatidae,44.96380233
Anatidae,45.00314762
Anatidae,44.87724268
Anatidae,44.87724268
Anatidae,44.88511174
Anatidae,44.8929808
Anatidae,44.83789739
Anatidae,44.85363551
Anatidae,44.87724268
Anatidae,44.88511174
Anatidae,44.86937362
Anatidae,44.88511174
Anatidae,44.8929808
Anatidae,44.87724268
Anatidae,44.90871892
Anatidae,44.91658798
Anatidae,44.91658798
Anatidae,44.90871892
Anatidae,44.93232609
Anatidae,44.86937362
Anatidae,44.87724268
Anatidae,44.84929566
Anatidae,44.86150456
Anatidae,44.86937362
Anatidae,44.86503502
Anatidae,44.82215927
Anatidae,44.85363551
Anatidae,44.86150456
Anatidae,44.87724268
Anatidae,44.85363551
Anatidae,44.86937362
Anatidae,44.87724268
Anatidae,44.86937362
Anatidae,44.82215927
Anatidae,44.87724268
Anatidae,44.8929808
Anatidae,44.85363551
Anatidae,44.83789739
Anatidae,44.86150456
Anatidae,44.8929808
Anatidae,44.88511174
Anatidae,44.88511174
Anatidae,44.91658798
Anatidae,44.91225309
Anatidae,44.92445703
Anatidae,44.90084986
Anatidae,44.8729047
Anatidae,44.90084986
Anatidae,44.91658798
Anatidae,44.91658798
Anatidae,44.90871892
Anatidae,44.90871892
Anatidae,44.90084986
Anatidae,44.86937362
Anatidae,44.90871892
Anatidae,44.8929808
Anatidae,44.91658798
Anatidae,44.91658798
Anatidae,44.91658798
Anatidae,44.86150456
Anatidae,44.87724268
Anatidae,44.86150456
Anatidae,44.90084986
Anatidae,44.90871892
Anatidae,44.82215927
Anatidae,44.86150456
Anatidae,44.88511174
Anatidae,44.90871892
Anatidae,44.88511174
Anatidae,44.87724268
Anatidae,44.88511174
Anatidae,44.87724268
Anatidae,44.87643633
Anatidae,44.83002833
Anatidae,44.87724268
Anatidae,44.87724268
Anatidae,44.85363551
Anatidae,44.84576645
Anatidae,44.94806421
Anatidae,44.81429021
Anatidae,44.79068303
Anatidae,44.83002833
Anatidae,44.83789739
Anatidae,44.8929808
Anatidae,44.84848485
Anatidae,44.84929566
Anatidae,44.84929566
Anatidae,44.85554593
Anatidae,44.85120453
Anatidae,44.86775819
Anatidae,44.8720976
Anatidae,44.86775819
Anatidae,44.86341809
Anatidae,44.8248721
Anatidae,44.83274301
Anatidae,44.87129025
Anatidae,44.85473585
Anatidae,44.82405731
Anatidae,44.8720976
Anatidae,44.86775819
Anatidae,44.86775819
Anatidae,44.88350126
Anatidae,44.88269564
Anatidae,44.87835603
Anatidae,44.9193231
Anatidae,44.84142599
Anatidae,44.80642115
Anatidae,44.82405731
Anatidae,44.78551751
Anatidae,44.83274301
Anatidae,44.83274301
Anatidae,44.83274301
Anatidae,44.85635577
Anatidae,44.85988665
Anatidae,44.81700118
Anatidae,44.82215927
Anatidae,44.82921454
Anatidae,44.83980162
Anatidae,44.81429021
Anatidae,44.79855209
Anatidae,44.80642115
Anatidae,44.81429021
Anatidae,44.78271157
Anatidae,44.78904282
Anatidae,44.79420792
Anatidae,44.78986306
Anatidae,44.78281398
Anatidae,44.808313
Anatidae,44.78551751
Anatidae,44.79338843
Anatidae,44.78469653
Anatidae,44.78551751
Anatidae,44.78551751
Anatidae,44.79855209
Anatidae,44.75133774
Anatidae,44.75485953
Anatidae,44.79068303
Anatidae,44.78551751
Anatidae,44.79338843
Anatidae,44.83789739
Anatidae,44.97404436
Anatidae,44.7532079
Anatidae,44.83789739
Anatidae,44.78011171
Anatidae,44.78011171
Anatidae,44.82215927
Anatidae,44.82215927
Anatidae,44.83002833
Anatidae,44.81429021
Anatidae,44.83002833
Anatidae,45.00399042
Anatidae,44.85775081
Anatidae,44.81673745
Anatidae,44.83165513
Anatidae,44.64369986
Anatidae,44.6515652
Anatidae,44.93765195
Anatidae,44.95412844
Anatidae,44.93844586
Anatidae,44.95686275
Anatidae,44.9525453
Anatidae,44.94981179
Anatidae,44.56190934
Anatidae,44.66477809
Anatidae,44.65690903
Anatidae,44.66477809
Anatidae,44.66477809
Anatidae,44.66477809
Anatidae,44.76707586
Anatidae,44.74698985
Anatidae,44.74698985
Anatidae,44.74391401
Anatidae,44.99527856
Anatidae,44.95579413
Anatidae,44.94806421
Anatidae,44.8929808
Anatidae,44.86937362
Anatidae,44.91658798
Anatidae,44.88511174
Anatidae,44.8729047
Anatidae,44.85363551
Anatidae,44.84495514
Anatidae,44.86503502
Anatidae,44.86937362
Anatidae,44.8729047
Anatidae,44.86150456
Anatidae,45.05992873
Anatidae,45.0356333
Anatidae,45.01133787
Anatidae,45.02753482
Anatidae,45.04373178
Anatidae,45.0356333
Anatidae,45.01943635
Anatidae,45.0356333
Anatidae,45.0356333
Anatidae,45.02753482
Anatidae,45.03118166
Anatidae,45.08422417
Anatidae,45.0708789
Anatidae,45.08422417
Anatidae,45.08422417
Anatidae,45.07977646
Anatidae,45.07532804
Anatidae,45.0878756
Anatidae,45.07612569
Anatidae,45.07453014
Anatidae,45.07532804
Anatidae,45.08422417
Anatidae,45.0878756
Anatidae,45.07977646
Anatidae,45.08422417
Anatidae,45.05547906
Anatidae,45.08342783
Anatidae,45.05102867
Anatidae,45.04737993
Anatidae,45.06722825
Anatidae,45.09597473
Anatidae,45.08422417
Anatidae,45.08342783
Anatidae,45.10042112
Anatidae,45.08628372
Anatidae,45.05183026
Anatidae,45.08422417
Anatidae,45.09232264
Anatidae,45.05992873
Anatidae,45.07167733
Anatidae,45.03482909
Anatidae,45.04373178
Anatidae,45.04373178
Anatidae,45.04373178
Anatidae,45.04373178
Anatidae,45.06802721
Anatidae,45.05102867
Anatidae,45.05183026
Anatidae,45.02308253
Anatidae,45.05992873
Anatidae,45.04373178
Anatidae,45.04373178
Anatidae,45.0356333
Anatidae,45.04737993
Anatidae,45.01862952
Anatidae,45.07612569
Anatidae,45.07612569
Anatidae,45.05992873
Anatidae,45.05547906
Anatidae,45.04373178
Anatidae,45.04292888
Anatidae,45.04737993
Anatidae,45.04373178
Anatidae,45.05183026
Anatidae,45.04737993
Anatidae,45.06802721
Anatidae,45.05183026
Anatidae,45.04292888
Anatidae,45.04373178
Anatidae,45.04373178
Anatidae,45.06722825
Anatidae,45.04373178
Anatidae,45.04373178
Anatidae,45.05992873
Anatidae,45.05992873
Anatidae,45.05183026
Anatidae,45.05183026
Anatidae,45.0356333
Anatidae,45.05183026
Anatidae,45.05183026
Anatidae,45.09597473
Anatidae,45.03118166
Anatidae,45.05547906
Anatidae,45.04212573
Anatidae,45.07167733
Anatidae,45.07532804
Anatidae,45.06802721
Anatidae,45.07532804
Anatidae,45.08422417
Anatidae,45.08707979
Anatidae,45.11138113
Anatidae,45.0878756
Anatidae,45.11661808
Anatidae,45.06722825
Anatidae,45.07167733
Anatidae,45.09597473
Anatidae,45.10089959
Anatidae,45.05992873
Anatidae,45.09152762
Anatidae,45.07612569
Anatidae,45.06802721
Anatidae,45.07612569
Anatidae,45.06802721
Anatidae,45.06802721
Anatidae,45.06802721
Anatidae,45.04132231
Anatidae,45.05992873
Anatidae,45.06802721
Anatidae,45.04051864
Anatidae,45.04373178
Anatidae,45.05547906
Anatidae,45.08422417
Anatidae,45.07167733
Anatidae,45.04657756
Anatidae,45.05992873
Anatidae,45.04373178
Anatidae,45.05547906
Anatidae,45.05992873
Anatidae,45.07167733
Anatidae,45.0708789
Anatidae,45.05102867
Anatidae,45.04373178
Anatidae,45.01133787
Anatidae,45.0356333
Anatidae,45.0878756
Anatidae,45.09232264
Anatidae,45.06802721
Anatidae,45.07612569
Anatidae,45.0635782
Anatidae,45.09232264
Anatidae,45.07897934
Anatidae,45.05992873
Anatidae,45.07612569
Anatidae,45.06802721
Anatidae,45.07532804
Anatidae,45.07612569
Anatidae,45.04373178
Anatidae,45.04373178
Anatidae,45.02753482
Anatidae,45.07167733
Anatidae,45.05467801
Anatidae,45.06802721
Anatidae,45.06802721
Anatidae,45.06802721
Anatidae,45.08422417
Anatidae,45.05547906
Anatidae,45.03482909
Anatidae,45.01782242
Anatidae,45.02753482
Anatidae,45.01133787
Anatidae,45.01943635
Anatidae,45.0708789
Anatidae,45.05547906
Anatidae,45.06802721
Anatidae,45.06037766
Anatidae,45.09232264
Anatidae,45.0149834
Anatidae,44.91225309
Anatidae,44.90871892
Anatidae,44.91658798
Anatidae,44.92479723
Anatidae,44.95137187
Anatidae,44.90791752
Anatidae,44.93232609
Anatidae,44.85363551
Anatidae,44.84495514
Anatidae,44.8791624
Anatidae,44.88857166
Anatidae,44.8929808
Anatidae,44.8929808
Anatidae,44.86150456
Anatidae,45.0356333
Anatidae,45.04373178
Anatidae,45.05183026
Anatidae,45.04373178
Anatidae,45.0356333
Anatidae,45.09962741
Anatidae,45.10407386
Anatidae,45.09152762
Anatidae,44.91658798
Anatidae,44.8929808
Anatidae,44.93232609
Anatidae,44.93232609
Anatidae,44.93232609
Anatidae,44.92445703
Anatidae,44.90084986
Anatidae,44.93232609
Anatidae,44.92445703
Anatidae,44.94019515
Anatidae,44.94806421
Anatidae,44.95593327
Anatidae,44.95593327
Anatidae,44.95593327
Anatidae,44.93232609
Anatidae,44.95593327
Anatidae,44.93232609
Anatidae,44.97167139
Anatidae,44.96380233
Anatidae,44.90871892
Anatidae,44.80642115
Anatidae,44.90084986
Anatidae,44.90084986
Anatidae,44.86422668
Anatidae,44.86775819
Anatidae,44.82568663
Anatidae,45.19955858
Anatidae,44.97167139
Anatidae,44.94806421
Anatidae,44.93232609
Anatidae,44.95593327
Anatidae,44.87724268
Anatidae,44.90871892
Anatidae,44.93187367
Anatidae,44.92445703
Anatidae,44.90871892
Anatidae,44.8929808
Anatidae,44.88511174
Anatidae,44.86937362
Anatidae,44.97167139
Anatidae,44.94806421
Anatidae,44.94019515
Anatidae,44.97167139
Anatidae,44.97167139
Anatidae,44.7592068
Anatidae,44.98740951
Anatidae,45.02742666
Anatidae,44.99527856
Anatidae,44.70071389
Anatidae,44.63361054
Anatidae,44.66148898
Anatidae,44.64579901
Anatidae,44.59872911
Anatidae,44.65364399
Anatidae,44.65364399
Anatidae,44.64930174
Anatidae,44.73209383
Anatidae,44.74778379
Anatidae,44.88214143
Anatidae,44.71640386
Anatidae,44.74778379
Anatidae,44.70855888
Anatidae,44.73209383
Anatidae,44.71640386
Anatidae,44.73993881
Anatidae,44.73993881
Anatidae,44.70855888
Anatidae,44.73993881
Anatidae,44.76347376
Anatidae,44.73209383
Anatidae,44.75562878
Anatidae,44.74778379
Anatidae,44.71640386
Anatidae,44.75562878
Anatidae,44.73993881
Anatidae,44.75562878
Anatidae,44.75562878
Anatidae,44.47583176
Anatidae,44.66933396
Anatidae,44.81054366
Anatidae,44.54381423
Anatidae,44.81054366
Anatidae,44.71640386
Anatidae,44.68502393
Anatidae,44.68502393
Anatidae,44.86545854
Anatidae,44.70855888
Anatidae,44.77916372
Anatidae,44.80269867
Anatidae,44.84976857
Anatidae,44.65309971
Anatidae,44.71640386
Anatidae,44.9282184
Anatidae,44.73209383
Anatidae,44.85761356
Anatidae,44.79485369
Anatidae,44.70071389
Anatidae,44.76698572
Anatidae,44.72775773
Anatidae,44.75480581
Anatidae,44.79943481
Anatidae,44.75047081
Anatidae,44.74262398
Anatidae,44.77776033
Anatidae,44.75047081
Anatidae,44.7574949
Anatidae,44.75068708
Anatidae,44.73663553
Anatidae,44.75831764
Anatidae,44.74964684
Anatidae,44.76616447
Anatidae,44.74531042
Anatidae,44.74677572
Anatidae,44.72712996
Anatidae,44.682521
Anatidae,44.75315909
Anatidae,44.71142521
Anatidae,44.72176438
Anatidae,44.7130858
Anatidae,44.712445
Anatidae,44.66148898
Anatidae,44.68502393
Anatidae,44.68502393
Anatidae,44.69286891
Anatidae,44.70071389
Anatidae,44.72424884
Anatidae,44.70071389
Anatidae,44.69286891
Anatidae,44.76347376
Anatidae,44.73993881
Anatidae,44.75562878
Anatidae,44.70855888
Anatidae,44.73209383
Anatidae,44.69286891
Anatidae,44.70071389
Anatidae,44.76347376
Anatidae,44.72424884
Anatidae,44.70071389
Anatidae,44.72424884
Anatidae,44.71640386
Anatidae,44.73209383
Anatidae,44.76347376
Anatidae,44.73209383
Anatidae,44.73993881
Anatidae,44.70071389
Anatidae,44.70071389
Anatidae,44.70855888
Anatidae,44.71640386
Anatidae,44.66148898
Anatidae,44.70071389
Anatidae,44.70855888
Anatidae,44.68502393
Anatidae,44.70855888
Anatidae,44.68502393
Anatidae,44.78700871
Anatidae,44.73209383
Anatidae,44.73993881
Anatidae,44.75562878
Anatidae,44.67717894
Anatidae,44.71640386
Anatidae,44.69286891
Anatidae,44.70855888
Anatidae,44.71206653
Anatidae,44.73993881
Anatidae,44.81054366
Anatidae,44.69637533
Anatidae,44.70855888
Anatidae,44.67717894
Anatidae,44.68502393
Anatidae,44.74344893
Anatidae,44.75562878
Anatidae,44.80269867
Anatidae,44.72424884
Anatidae,44.70855888
Anatidae,44.72424884
Anatidae,44.72424884
Anatidae,44.76347376
Anatidae,44.73209383
Anatidae,44.71640386
Anatidae,44.70855888
Anatidae,44.71640386
Anatidae,44.65364399
Anatidae,44.71640386
Anatidae,44.73209383
Anatidae,44.71640386
Anatidae,44.75562878
Anatidae,44.82623362
Anatidae,44.81054366
Anatidae,44.77916372
Anatidae,44.79485369
Anatidae,44.78700871
Anatidae,44.79485369
Anatidae,44.81838864
Anatidae,44.78700871
Anatidae,44.77916372
Anatidae,44.74778379
Anatidae,44.78700871
Anatidae,44.77131874
Anatidae,44.77131874
Anatidae,44.77131874
Anatidae,44.78700871
Anatidae,44.77916372
Anatidae,44.77916372
Anatidae,44.78700871
Anatidae,44.82623362
Anatidae,44.77916372
Anatidae,44.77131874
Anatidae,44.78267692
Anatidae,44.65098039
Anatidae,44.24028269
Anatidae,44.19334589
Anatidae,44.18953012
Anatidae,44.12340459
Anatidae,44.13906507
Anatidae,44.13123483
Anatidae,44.13906507
Anatidae,44.15472555
Anatidae,44.14689531
Anatidae,44.20170699
Anatidae,44.18604651
