G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,B3.13,HuH3N8
44.47147454,44.80539862,45.04080352,,,,,,,,,,,,44.78185813,
44.47583176,44.80539862,44.90740741,,,,,,,,,,,,44.78970496,
44.50721908,44.71123666,44.91525424,,,,,,,,,,,,44.78537236,
44.47583176,44.77237049,44.88386692,,,,,,,,,,,,44.78185813,
44.4601381,44.72693032,44.95448839,,,,,,,,,,,,44.78970496,
44.46798493,44.94664156,44.99372254,,,,,,,,,,,,44.78970496,
44.48367859,44.93879473,44.94664156,,,,,,,,,,,,44.74262398,
44.45229127,44.95448839,44.9309479,,,,,,,,,,,,44.79755179,
44.51506591,44.95448839,44.99372254,,,,,,,,,,,,44.78185813,
44.48367859,44.78888714,44.89956058,,,,,,,,,,,,44.78970496,
44.54703283,44.60053367,44.9309479,,,,,,,,,,,,44.78970496,
44.48194662,44.62407785,44.97018205,,,,,,,,,,,,44.79755179,
44.47409733,44.62758025,44.9309479,,,,,,,,,,,,44.78970496,
44.42612655,44.75047081,,,,,,,,,,,,,44.78970496,
44.45752865,44.79755179,,,,,,,,,,,,,44.79755179,
44.4697386,44.64061519,,,,,,,,,,,,,44.78970496,
44.49764521,44.63276836,,,,,,,,,,,,,44.78970496,
44.48543842,44.70338983,,,,,,,,,,,,,44.78970496,
44.46188869,44.71908349,,,,,,,,,,,,,44.80539862,
44.47322971,44.67200251,,,,,,,,,,,,,44.78970496,
44.54038779,44.67200251,,,,,,,,,,,,,44.78970496,
44.47409733,44.68769617,,,,,,,,,,,,,44.78185813,
44.49764521,44.63276836,,,,,,,,,,,,,44.80539862,
44.47758851,44.71123666,,,,,,,,,,,,,44.76616447,
44.47603254,44.66598634,,,,,,,,,,,,,44.71908349,
44.45054945,44.63276836,,,,,,,,,,,,,,
44.47845538,44.60922787,,,,,,,,,,,,,,
44.47409733,44.71123666,,,,,,,,,,,,,,
44.48630406,44.70338983,,,,,,,,,,,,,,
44.45839874,44.68769617,,,,,,,,,,,,,,
44.52119309,44.66415568,,,,,,,,,,,,,,
44.49415274,44.70338983,,,,,,,,,,,,,,
44.49850887,44.75047081,,,,,,,,,,,,,,
44.4706067,44.695543,,,,,,,,,,,,,,
44.53689168,44.6170747,,,,,,,,,,,,,,
44.43485086,44.63276836,,,,,,,,,,,,,,
44.47845538,44.63276836,,,,,,,,,,,,,,
44.48367859,44.76616447,,,,,,,,,,,,,,
44.4601381,44.73477715,,,,,,,,,,,,,,
44.49937225,44.65630885,,,,,,,,,,,,,,
44.49937225,44.64846202,,,,,,,,,,,,,,
44.47583176,44.65630885,,,,,,,,,,,,,,
44.49066081,44.71123666,,,,,,,,,,,,,,
44.47932198,44.67200251,,,,,,,,,,,,,,
44.48367859,44.68769617,,,,,,,,,,,,,,
44.48367859,44.79755179,,,,,,,,,,,,,,
44.53339612,44.73477715,,,,,,,,,,,,,,
44.49152542,44.74262398,,,,,,,,,,,,,,
44.52602382,44.66415568,,,,,,,,,,,,,,
44.53075957,44.64762204,,,,,,,,,,,,,,
44.52291274,44.68769617,,,,,,,,,,,,,,
44.51506591,44.65630885,,,,,,,,,,,,,,
44.46806835,44.71908349,,,,,,,,,,,,,,
44.49152542,44.78970496,,,,,,,,,,,,,,
44.52291274,44.76616447,,,,,,,,,,,,,,
44.50721908,44.79755179,,,,,,,,,,,,,,
44.5386064,44.79755179,,,,,,,,,,,,,,
44.53075957,44.75047081,,,,,,,,,,,,,,
44.5386064,44.64846202,,,,,,,,,,,,,,
44.42351464,44.69387755,,,,,,,,,,,,,,
44.44706067,44.70255847,,,,,,,,,,,,,,
44.46711662,44.79755179,,,,,,,,,,,,,,
44.45839874,44.682521,,,,,,,,,,,,,,
44.44618887,44.67200251,,,,,,,,,,,,,,
44.5133438,44.74179878,,,,,,,,,,,,,,
44.47845538,44.74262398,,,,,,,,,,,,,,
44.42351464,44.78970496,,,,,,,,,,,,,,
44.45054945,44.78970496,,,,,,,,,,,,,,
44.48630406,44.75831764,,,,,,,,,,,,,,
44.45490935,44.75047081,,,,,,,,,,,,,,
44.46624804,44.75047081,,,,,,,,,,,,,,
44.45490935,44.7740113,,,,,,,,,,,,,,
44.42351464,44.78185813,,,,,,,,,,,,,,
44.46624804,44.76616447,,,,,,,,,,,,,,
44.50200141,44.97018205,,,,,,,,,,,,,,
44.50985009,44.695543,,,,,,,,,,,,,,
44.46275803,44.67817896,,,,,,,,,,,,,,
44.48281275,44.73044024,,,,,,,,,,,,,,
44.47409733,44.74262398,,,,,,,,,,,,,,
44.52990111,44.69036967,,,,,,,,,,,,,,
44.51769877,44.695543,,,,,,,,,,,,,,
44.51420499,44.69120301,,,,,,,,,,,,,,
44.52205305,44.695543,,,,,,,,,,,,,,
44.48979592,44.62842345,,,,,,,,,,,,,,
44.48979592,44.63276836,,,,,,,,,,,,,,
44.51420499,44.81324545,,,,,,,,,,,,,,
44.51420499,44.70449173,,,,,,,,,,,,,,
44.48281275,44.68769617,,,,,,,,,,,,,,
44.52640665,44.67200251,,,,,,,,,,,,,,
44.49501687,44.71123666,,,,,,,,,,,,,,
44.51071176,44.69905046,,,,,,,,,,,,,,
44.49501687,44.70338983,,,,,,,,,,,,,,
44.49501687,44.71947195,,,,,,,,,,,,,,
44.5342541,44.65630885,,,,,,,,,,,,,,
44.5342541,44.695543,,,,,,,,,,,,,,
44.51855921,44.68769617,,,,,,,,,,,,,,
44.51855921,44.695543,,,,,,,,,,,,,,
44.52640665,44.87199873,,,,,,,,,,,,,,
44.4601381,44.71123666,,,,,,,,,,,,,,
44.47583176,44.86032643,,,,,,,,,,,,,,
44.56214689,44.68769617,,,,,,,,,,,,,,
44.55430006,44.75047081,,,,,,,,,,,,,,
44.47583176,44.71123666,,,,,,,,,,,,,,
44.56214689,44.72693032,,,,,,,,,,,,,,
44.54559724,44.695543,,,,,,,,,,,,,,
44.4488189,44.70338983,,,,,,,,,,,,,,
44.49941107,44.71908349,,,,,,,,,,,,,,
44.56129336,44.67109424,,,,,,,,,,,,,,
44.51892744,44.67984934,,,,,,,,,,,,,,
44.53075957,44.68769617,,,,,,,,,,,,,,
44.53339612,44.6254328,,,,,,,,,,,,,,
44.44008475,44.66415568,,,,,,,,,,,,,,
44.52205305,44.71199245,,,,,,,,,,,,,,
44.52291274,44.76121446,,,,,,,,,,,,,,
44.45577964,44.68719768,,,,,,,,,,,,,,
44.47583176,44.69995275,,,,,,,,,,,,,,
44.5342541,44.71883602,,,,,,,,,,,,,,
44.50721908,44.75403384,,,,,,,,,,,,,,
44.50721908,44.65630885,,,,,,,,,,,,,,
44.54210155,44.67462639,,,,,,,,,,,,,,
44.4514205,44.67200251,,,,,,,,,,,,,,
44.51071176,44.59353421,,,,,,,,,,,,,,
44.48543842,44.71123666,,,,,,,,,,,,,,
44.53774918,44.60138104,,,,,,,,,,,,,,
44.46798493,44.71123666,,,,,,,,,,,,,,
44.4514205,44.67900748,,,,,,,,,,,,,,
44.54045562,44.69655335,,,,,,,,,,,,,,
44.5342541,44.72997549,,,,,,,,,,,,,,
44.44008475,44.68553459,,,,,,,,,,,,,,
44.49418787,44.764604,,,,,,,,,,,,,,
44.47944558,44.67200251,,,,,,,,,,,,,,
44.45665829,44.68536413,,,,,,,,,,,,,,
44.50848796,44.65943055,,,,,,,,,,,,,,
44.50376884,44.73477715,,,,,,,,,,,,,,
44.50125865,44.74325706,,,,,,,,,,,,,,
44.58568738,44.8232123,,,,,,,,,,,,,,
44.48719962,44.73389803,,,,,,,,,,,,,,
44.44444444,44.82179958,,,,,,,,,,,,,,
44.54559724,44.66027053,,,,,,,,,,,,,,
44.48716943,44.71123666,,,,,,,,,,,,,,
44.58833687,44.82460959,,,,,,,,,,,,,,
44.57963733,44.82109228,,,,,,,,,,,,,,
44.47409733,44.7740113,,,,,,,,,,,,,,
44.46798493,44.82460959,,,,,,,,,,,,,,
44.52291274,44.79755179,,,,,,,,,,,,,,
44.49439975,44.8089147,,,,,,,,,,,,,,
44.52773613,44.75315909,,,,,,,,,,,,,,
44.55750118,44.64846202,,,,,,,,,,,,,,
44.5057979,44.65630885,,,,,,,,,,,,,,
44.5136862,44.62842345,,,,,,,,,,,,,,
44.482133,44.63627089,,,,,,,,,,,,,,
44.48979592,44.74531042,,,,,,,,,,,,,,
44.51855921,44.74262398,,,,,,,,,,,,,,
44.51769877,44.75047081,,,,,,,,,,,,,,
44.44270016,44.68769617,,,,,,,,,,,,,,
44.43136332,44.71908349,,,,,,,,,,,,,,
44.44270016,44.74262398,,,,,,,,,,,,,,
44.44270016,44.78185813,,,,,,,,,,,,,,
44.49415274,44.7740113,,,,,,,,,,,,,,
44.4706067,44.71908349,,,,,,,,,,,,,,
44.47409733,44.78773585,,,,,,,,,,,,,,
44.47845538,44.78185813,,,,,,,,,,,,,,
44.49415274,44.695543,,,,,,,,,,,,,,
44.47496468,44.64846202,,,,,,,,,,,,,,
44.43485086,44.66415568,,,,,,,,,,,,,,
44.44270016,44.74262398,,,,,,,,,,,,,,
44.45490935,44.695543,,,,,,,,,,,,,,
44.45054945,44.72961306,,,,,,,,,,,,,,
44.49764521,44.71908349,,,,,,,,,,,,,,
44.46711662,44.70542027,,,,,,,,,,,,,,
44.48979592,44.71908349,,,,,,,,,,,,,,
44.49678128,44.69471041,,,,,,,,,,,,,,
44.45403878,44.70338983,,,,,,,,,,,,,,
44.48194662,44.73477715,,,,,,,,,,,,,,
44.42176337,44.68268929,,,,,,,,,,,,,,
44.49937225,44.70338983,,,,,,,,,,,,,,
44.5038108,44.75047081,,,,,,,,,,,,,,
44.48059678,44.83678594,,,,,,,,,,,,,,
44.51506591,44.82893911,,,,,,,,,,,,,,
44.50721908,44.82109228,,,,,,,,,,,,,,
44.50721908,44.82109228,,,,,,,,,,,,,,
44.52871929,44.82109228,,,,,,,,,,,,,,
44.47583176,44.83678594,,,,,,,,,,,,,,
44.53088166,44.83678594,,,,,,,,,,,,,,
44.48367859,44.67200251,,,,,,,,,,,,,,
44.51597707,44.62492153,,,,,,,,,,,,,,
44.49937225,44.78479422,,,,,,,,,,,,,,
44.46190102,44.62492153,,,,,,,,,,,,,,
44.45229127,44.74262398,,,,,,,,,,,,,,
44.48367859,44.72753008,,,,,,,,,,,,,,
44.48367859,44.72753008,,,,,,,,,,,,,,
44.54796684,44.73395071,,,,,,,,,,,,,,
44.48367859,44.73395071,,,,,,,,,,,,,,
44.51506591,44.73828769,,,,,,,,,,,,,,
44.46198784,44.73395071,,,,,,,,,,,,,,
44.50635693,44.72693032,,,,,,,,,,,,,,
44.50200141,44.72444654,,,,,,,,,,,,,,
44.48194662,44.72693032,,,,,,,,,,,,,,
44.51769877,44.80539862,,,,,,,,,,,,,,
44.47409733,44.71908349,,,,,,,,,,,,,,
44.49415274,44.67200251,,,,,,,,,,,,,,
44.48630406,44.67984934,,,,,,,,,,,,,,
44.46624804,44.67200251,,,,,,,,,,,,,,
44.49764521,44.75831764,,,,,,,,,,,,,,
44.46275803,44.74262398,,,,,,,,,,,,,,
44.48194662,44.80025116,,,,,,,,,,,,,,
44.4514205,44.62302056,,,,,,,,,,,,,,
44.4514205,44.695543,,,,,,,,,,,,,,
44.53075957,44.68769617,,,,,,,,,,,,,,
44.47583176,44.66415568,,,,,,,,,,,,,,
44.45229127,44.72567206,,,,,,,,,,,,,,
44.47583176,44.71908349,,,,,,,,,,,,,,
44.51506591,44.77752492,,,,,,,,,,,,,,
44.48716943,44.68769617,,,,,,,,,,,,,,
44.51071176,44.78970496,,,,,,,,,,,,,,
44.51526597,44.81324545,,,,,,,,,,,,,,
44.50200141,44.81324545,,,,,,,,,,,,,,
44.47583176,44.81676214,,,,,,,,,,,,,,
44.45577964,44.81324545,,,,,,,,,,,,,,
44.49937225,44.80539862,,,,,,,,,,,,,,
44.45577964,44.80539862,,,,,,,,,,,,,,
44.4601381,44.80539862,,,,,,,,,,,,,,
44.51071176,44.8524796,,,,,,,,,,,,,,
44.50721908,44.695543,,,,,,,,,,,,,,
44.54994899,44.79755179,,,,,,,,,,,,,,
44.48367859,44.68769617,,,,,,,,,,,,,,
44.51769877,44.71123666,,,,,,,,,,,,,,
44.49152542,44.66415568,,,,,,,,,,,,,,
44.49501687,44.75047081,,,,,,,,,,,,,,
44.43659761,44.74262398,,,,,,,,,,,,,,
44.47147454,44.70255847,,,,,,,,,,,,,,
44.47932198,44.7068979,,,,,,,,,,,,,,
44.49152542,44.695543,,,,,,,,,,,,,,
44.4601381,44.78185813,,,,,,,,,,,,,,
44.46798493,44.695543,,,,,,,,,,,,,,
44.48367859,44.6118829,,,,,,,,,,,,,,
44.44444444,44.74613513,,,,,,,,,,,,,,
44.43659761,44.8089147,,,,,,,,,,,,,,
44.50721908,44.82109228,,,,,,,,,,,,,,
44.49937225,44.82893911,,,,,,,,,,,,,,
44.48367859,44.82109228,,,,,,,,,,,,,,
44.48367859,44.82109228,,,,,,,,,,,,,,
44.53217529,44.82109228,,,,,,,,,,,,,,
44.46798493,44.75398258,,,,,,,,,,,,,,
44.52934226,44.58048819,,,,,,,,,,,,,,
44.48367859,44.58833687,,,,,,,,,,,,,,
44.49937225,44.58048819,,,,,,,,,,,,,,
44.50315457,44.58048819,,,,,,,,,,,,,,
44.49152542,44.60403422,,,,,,,,,,,,,,
44.49937225,44.58833687,,,,,,,,,,,,,,
44.49937225,44.59618554,,,,,,,,,,,,,,
44.50635693,44.59618554,,,,,,,,,,,,,,
44.53075957,44.59618554,,,,,,,,,,,,,,
44.44270016,44.74964684,,,,,,,,,,,,,,
44.41915228,44.62758025,,,,,,,,,,,,,,
44.55259027,44.63219113,,,,,,,,,,,,,,
44.42700157,44.60138104,,,,,,,,,,,,,,
44.43048905,44.76100777,,,,,,,,,,,,,,
44.43485086,44.67200251,,,,,,,,,,,,,,
44.47758851,44.56922956,,,,,,,,,,,,,,
44.51420499,44.82109228,,,,,,,,,,,,,,
44.49066081,44.80539862,,,,,,,,,,,,,,
44.47845538,44.86032643,,,,,,,,,,,,,,
44.49066081,44.5857872,,,,,,,,,,,,,,
44.50113824,44.73477715,,,,,,,,,,,,,,
44.49415274,44.7003866,,,,,,,,,,,,,,
44.43829552,44.81324545,,,,,,,,,,,,,,
44.50200141,44.64061519,,,,,,,,,,,,,,
44.51420499,44.695543,,,,,,,,,,,,,,
44.51420499,44.71123666,,,,,,,,,,,,,,
44.50985009,44.71123666,,,,,,,,,,,,,,
44.51855921,44.695543,,,,,,,,,,,,,,
44.49850887,44.67383625,,,,,,,,,,,,,,
44.49850887,44.68769617,,,,,,,,,,,,,,
44.5133438,44.695543,,,,,,,,,,,,,,
44.51769877,44.71123666,,,,,,,,,,,,,,
44.49850887,44.66415568,,,,,,,,,,,,,,
44.50635693,44.65196579,,,,,,,,,,,,,,
44.50200141,44.66263451,,,,,,,,,,,,,,
44.48630406,44.65630885,,,,,,,,,,,,,,
44.49850887,44.67200251,,,,,,,,,,,,,,
44.54909348,44.65630885,,,,,,,,,,,,,,
44.48630406,44.75047081,,,,,,,,,,,,,,
44.48281275,44.71040653,,,,,,,,,,,,,,
44.49415274,,,,,,,,,,,,,,,
44.49066081,,,,,,,,,,,,,,,
44.5342541,,,,,,,,,,,,,,,
44.5342541,,,,,,,,,,,,,,,
44.51855921,,,,,,,,,,,,,,,
44.50726345,,,,,,,,,,,,,,,
44.51855921,,,,,,,,,,,,,,,
44.52990111,,,,,,,,,,,,,,,
44.5534453,,,,,,,,,,,,,,,
44.49501687,,,,,,,,,,,,,,,
44.54909348,,,,,,,,,,,,,,,
44.50113824,,,,,,,,,,,,,,,
44.50113824,,,,,,,,,,,,,,,
44.53603391,,,,,,,,,,,,,,,
44.49937225,,,,,,,,,,,,,,,
44.49066081,,,,,,,,,,,,,,,
44.51420499,,,,,,,,,,,,,,,
44.52291274,,,,,,,,,,,,,,,
44.52640665,,,,,,,,,,,,,,,
44.48367859,,,,,,,,,,,,,,,
44.52904239,,,,,,,,,,,,,,,
44.53774918,,,,,,,,,,,,,,,
44.52205305,,,,,,,,,,,,,,,
44.56129336,,,,,,,,,,,,,,,
44.51855921,,,,,,,,,,,,,,,
44.49152542,,,,,,,,,,,,,,,
44.48367859,,,,,,,,,,,,,,,
44.49152542,,,,,,,,,,,,,,,
44.47845538,,,,,,,,,,,,,,,
44.47583176,,,,,,,,,,,,,,,
44.5386064,,,,,,,,,,,,,,,
44.49937225,,,,,,,,,,,,,,,
44.51506591,,,,,,,,,,,,,,,
44.48367859,,,,,,,,,,,,,,,
44.5412448,,,,,,,,,,,,,,,
44.46798493,,,,,,,,,,,,,,,
44.48197314,,,,,,,,,,,,,,,
