G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,B3.13,HuH3N8
44.50985009,44.80539862,44.89956058,,,,,,,,,,,,44.74262398,
44.49764521,44.74262398,45.01726303,,,,,,,,,,,,44.76616447,
44.48630406,44.80125935,44.98587571,,,,,,,,,,,,44.75047081,
44.4697386,44.80913026,44.88386692,,,,,,,,,,,,44.76616447,
44.43921199,44.77741073,45.01726303,,,,,,,,,,,,44.76616447,
44.52291274,44.74573607,45.00156937,,,,,,,,,,,,44.75831764,
44.51506591,44.70338983,44.94664156,,,,,,,,,,,,44.75831764,
44.58568738,44.7068979,44.91525424,,,,,,,,,,,,44.76616447,
44.49937225,44.78185813,44.88386692,,,,,,,,,,,,44.75831764,
44.55430006,44.77752492,44.92310107,,,,,,,,,,,,44.73229706,
44.60922787,44.68769617,44.98587571,,,,,,,,,,,,44.7740113,
44.5386064,44.72693032,44.84463277,,,,,,,,,,,,44.75831764,
44.50721908,44.81161695,44.89956058,,,,,,,,,,,,44.7740113,
44.47932198,44.81676214,44.93879473,,,,,,,,,,,,44.76616447,
44.64185674,44.82109228,45.00156937,,,,,,,,,,,,44.80025116,
44.50721908,44.70338983,44.90740741,,,,,,,,,,,,44.77319102,
44.51506591,44.75398258,44.90740741,,,,,,,,,,,,44.80025116,
44.52413571,44.7068979,44.89171375,,,,,,,,,,,,44.79321981,
44.48367859,44.81243133,44.97802888,,,,,,,,,,,,44.78021978,
44.53075957,44.80539862,44.9309479,,,,,,,,,,,,44.78970496,
44.47409733,44.65981323,44.95448839,,,,,,,,,,,,44.80106725,
44.48194662,44.695543,44.97018205,,,,,,,,,,,,44.80458327,
44.49764521,44.70338983,44.9309479,,,,,,,,,,,,44.76123154,
44.45839874,44.56934769,44.93879473,,,,,,,,,,,,44.7740113,
